tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_description	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc
This study	834	0834b201041	0834b	0834b2010413	0834b2010413 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.499	0.006	0.003	u	2.1	Recalculated from original measurements; supercedes published results.	l	2.5	0.843	0.821	1.248e-05	2.1	13	6	2.5e-05	-1	126.1	0.9996
This study	834	0834b201041	0834b	0834b2010414	0834b2010414 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	723	373	K	-0.215	0.014	0.003	u	12.1	Recalculated from original measurements; supercedes published results.	l	0.7	0.884	0.649	8.596e-06	6.5	13	6	4e-05	7	57.4	0.9979
This study	834	0834b201041	0834b	0834b2010415	0834b2010415 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	773	373	K	-0.273	0.014	0.004	u	10.1	Recalculated from original measurements; supercedes published results.	l	4	0.947	0.799	1.092e-05	4.4	15	7	4e-05	4	63.7	0.9976
This study	834	0834b261036	0834b	0834b2610362	0834b2610362 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	398	K	-0.497	0.016	0.008	u	1.7	Recalculated from original measurements; supercedes published results.	l	3.7	0.971	0.74	1.242e-05	5.1	15	7	2.5e-05	-1	56.3	0.9967
This study	834	0834b261036	0834b	0834b2610363	0834b2610363 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	373	K	-0.501	0.03	0.015	u	2.4	Recalculated from original measurements; supercedes published results.	l	4.3	0.923	0.751	1.252e-05	4.8	17	7	2.5e-05	-1	27.6	0.9864
This study	834	0834b312047	0834b	0834b3120471	0834b3120471 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	623	K	-0.528	0.037	0.02	u	0.7	Recalculated from original measurements; supercedes published results.	l	4.5	0.524	0.704	1.32e-05	1.6	7	7	2.5e-05	-1	10.7	0.9932
This study	834	0834b312047	0834b	0834b3120472	0834b3120472 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	723	373	K	-0.33	0.003	0.001	u	4.6	Recalculated from original measurements; supercedes published results.	l	2.5	0.83	0.776	1.319e-05	3.4	13	6	4e-05	3	254.8	0.9999
This study	834	0834b312047	0834b	0834b3120473	0834b3120473 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	773	373	K	-0.324	0.009	0.003	u	7.1	Recalculated from original measurements; supercedes published results.	l	3.5	0.953	0.927	1.295e-05	3.9	15	7	4e-05	3	97.7	0.999
This study	834	0834b312047	0834b	0834b3120474	0834b3120474 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	648	K	-0.46	0.009	0.004	u	1.3	Recalculated from original measurements; supercedes published results.	l	3.4	0.465	0.535	1.15e-05	2.5	6	7	2.5e-05	-1	36.6	0.9997
This study	834	0834b312047	0834b	0834b3120475	0834b3120475 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	748	373	K	-0.348	0.016	0.006	u	3.4	Recalculated from original measurements; supercedes published results.	l	3	0.95	0.927	1.393e-05	2.1	14	7	4e-05	3	54.6	0.997
This study	834	0834b331003	0834b	0834b3310032	0834b3310032 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	373	K	-0.48	0.008	0.004	u	1.4	Recalculated from original measurements; supercedes published results.	l	0.7	0.97	0.807	1.2e-05	3.6	17	8	2.5e-05	-1	116.3	0.9991
This study	834	0834b331003	0834b	0834b3310033	0834b3310033 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	423	K	-0.462	0.006	0.003	u	2.3	Recalculated from original measurements; supercedes published results.	l	2.1	0.857	0.702	1.154e-05	3.9	14	7	2.5e-05	-1	129.7	0.9996
This study	834	0834b351003	0834b	0834b3510032	0834b3510032 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	648	K	-0.592	0.02	0.012	u	3.3	Recalculated from original measurements; supercedes published results.	l	9.9	0.414	0.495	1.48e-05	6.8	6	8	2.5e-05	-1	15	0.9983
This study	834	0834b351003	0834b	0834b3510033	0834b3510033 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	673	K	-0.39	0.003	0.001	u	1.2	Recalculated from original measurements; supercedes published results.	l	6.8	0.491	0.513	9.739e-06	2.7	5	7	2.5e-05	-1	100.3	1
This study	834	0834b361010	0834b	0834b3610101	0834b3610101 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	648	K	-0.538	0.008	0.004	u	5.3	Recalculated from original measurements; supercedes published results.	l	15.2	0.117	0.227	1.345e-05	12.4	5	7	2.5e-05	-1	9.3	0.9998
This study	834	0834b361010	0834b	0834b3610102	0834b3610102 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	498	K	-0.292	0.037	0.011	u	6.5	Recalculated from original measurements; supercedes published results.	l	17.3	0.555	0.412	7.291e-06	4.4	11	7	2.5e-05	-1	12	0.9879
This study	834	0834b361010	0834b	0834b3610103	0834b3610103 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	623	K	-0.303	0.037	0.011	u	2	Recalculated from original measurements; supercedes published results.	l	10.4	0.599	0.599	7.565e-06	2.9	7	7	2.5e-05	-1	12	0.9932
This study	834	0834b361010	0834b	0834b3610104	0834b3610104 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	698	373	K	-0.507	0.046	0.024	u	9.7	Recalculated from original measurements; supercedes published results.	l	43.8	0.552	0.602	1.267e-05	4.4	12	6	2.5e-05	9	10.2	0.9786
This study	834	0834b361010	0834b	0834b3610105	0834b3610105 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	673	373	K	-0.385	0.07	0.027	u	8.8	Recalculated from original measurements; supercedes published results.	l	14	0.389	0.394	9.621e-06	7.1	11	5	2.5e-05	8	4.6	0.9561
This study	835	0835b041083	0835b	0835b0410831	0835b0410831 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.825	0.073	0.06	u	2.5	Recalculated from original measurements; supercedes published results.	l	19.1	0.322	0.355	2.063e-05	7.3	13	6	2.5e-05	-1	4	0.9424
This study	835	0835b041083	0835b	0835b0410832	0835b0410832 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.833	0.119	0.099	u	2.9	Recalculated from original measurements; supercedes published results.	l	0.7	0.346	0.444	2.082e-05	6.9	13	6	2.5e-05	-1	2.6	0.851
This study	835	0835b041083	0835b	0835b0410833	0835b0410833 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.864	0.07	0.06	u	0.9	Recalculated from original measurements; supercedes published results.	l	10.3	0.365	0.339	2.16e-05	10.5	13	6	2.5e-05	-1	4.7	0.9471
This study	836	0836a032003	0836a	0836a0320031	0836a0320031 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	573	K	-0.808	0.083	0.067	u	6.6	Recalculated from original measurements; supercedes published results.	l	22.1	0.24	0.28	2.019e-05	5.2	7	7	2.5e-05	-1	2.2	0.9657
This study	836	0836a032003	0836a	0836a0320032	0836a0320032 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	373	K	-1.212	0.06	0.073	u	0.6	Recalculated from original measurements; supercedes published results.	l	5.4	0.526	0.642	3.031e-05	7.5	17	7	2.5e-05	-1	7.1	0.9464
This study	836	0836a037041	0836a	0836a0370412	0836a0370412 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	523	373	K	-3.947	0.286	1.13	u	41	Recalculated from original measurements; supercedes published results.	l	9.4	0.557	0.356	9.867e-05	5.9	7	3	2.5e-05	-1	1.5	0.632
This study	836	0836a037055	0836a	0836a0370551	0836a0370551 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	398	K	-0.522	0.055	0.028	u	4.3	Recalculated from original measurements; supercedes published results.	l	1.6	0.343	0.438	1.305e-05	10.1	15	7	2.5e-05	-1	4.5	0.9617
This study	836	0836a037055	0836a	0836a0370552	0836a0370552 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	573	K	-0.275	0.088	0.024	u	4	Recalculated from original measurements; supercedes published results.	l	6.2	0.52	0.464	6.883e-06	7	9	7	2.5e-05	-1	4.4	0.9469
This study	836	0836a037073	0836a	0836a0370731	0836a0370731 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-0.548	0.049	0.027	u	6.3	Recalculated from original measurements; supercedes published results.	l	10.1	0.385	0.467	1.369e-05	7.6	15	7	2.5e-05	-1	6.4	0.9687
This study	836	0836a037073	0836a	0836a0370732	0836a0370732 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-0.524	0.031	0.016	u	3.1	Recalculated from original measurements; supercedes published results.	l	18.7	0.475	0.489	1.31e-05	6.7	15	7	2.5e-05	-1	12.7	0.9874
This study	836	0836a04c003	0836a	0836a04c0032	0836a04c0032 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	448	K	-0.175	0.055	0.01	u	3.6	Recalculated from original measurements; supercedes published results.	l	0.3	0.661	0.563	4.374e-06	10.9	14	7	2.5e-05	-1	9	0.9642
This study	836	0836a04x003	0836a	0836a04x0031	0836a04x0031 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	598	K	-0.137	0.103	0.014	u	7.5	Recalculated from original measurements; supercedes published results.	l	3	0.51	0.517	3.431e-06	14.5	8	7	2.5e-05	-1	3.1	0.9379
This study	836	0836b091100	0836b	0836b0911001	0836b0911001 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	623	K	-1.676	0.038	0.063	u	0.5	Recalculated from original measurements; supercedes published results.	l	6.3	0.345	0.384	4.19e-05	3.6	5	7	2.5e-05	-1	6.5	0.9957
This study	836	0836b091100	0836b	0836b0911002	0836b0911002 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	398	K	-1.658	0.04	0.067	u	1.1	Recalculated from original measurements; supercedes published results.	l	12.3	0.842	0.656	4.144e-05	4.4	15	7	2.5e-05	-1	17.5	0.979
This study	843	0843a022042	0843a	0843a0220421	0843a0220421 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	448	K	-3.36	0.106	0.355	u	9.4	Recalculated from original measurements; supercedes published results.	l	5.2	0.448	0.357	8.4e-05	5.1	7	5	2.5e-05	-1	3.4	0.9449
This study	843	0843a022042	0843a	0843a0220422	0843a0220422 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	573	448	K	-3.14	0.038	0.12	u	6.3	Recalculated from original measurements; supercedes published results.	l	18.4	0.432	0.323	7.849e-05	4.3	6	4	2.5e-05	-1	9	0.9942
This study	843	0843a022042	0843a	0843a0220423	0843a0220423 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	448	K	-2.549	0.09	0.23	u	6.2	Recalculated from original measurements; supercedes published results.	l	9.1	0.623	0.404	6.374e-05	5.9	7	5	2.5e-05	-1	5.6	0.9596
This study	862	0862a031011	0862a	0862a0310111	0862a0310111 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	598	K	-0.674	0.008	0.005	u	0.9	Recalculated from original measurements; supercedes published results.	l	1.9	0.723	0.651	1.685e-05	2.1	7	7	2.5e-05	-1	75.5	0.9997
This study	862	0862a031011	0862a	0862a0310112	0862a0310112 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	548	K	-0.618	0.006	0.004	u	0.5	Recalculated from original measurements; supercedes published results.	l	2.8	0.892	0.784	1.544e-05	1.2	10	7	2.5e-05	-1	128.5	0.9997
This study	862	0862a031098	0862a	0862a0310981	0862a0310981 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	373	K	-0.766	0.013	0.01	u	5.1	Recalculated from original measurements; supercedes published results.	l	8.4	0.55	0.559	1.916e-05	3.9	12	6	2.5e-05	-1	36	0.9982
This study	862	0862a031098	0862a	0862a0310982	0862a0310982 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	398	K	-0.668	0.025	0.017	u	4	Recalculated from original measurements; supercedes published results.	l	3.2	0.716	0.621	1.67e-05	3.9	13	7	2.5e-05	-1	25.5	0.9931
This study	862	0862b031011	0862b	0862b0310113	0862b0310113 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	423	K	-0.344	0.013	0.005	u	6.2	Recalculated from original measurements; supercedes published results.	l	0.6	0.913	0.869	1.377e-05	2.9	14	7	4e-05	3	61.2	0.9979
This study	864	0864a012015	0864a	0864a0120151	0864a0120151 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	573	373	K	-1.6	0.028	0.044	u	3.2	Recalculated from original measurements; supercedes published results.	l	11.1	0.756	0.698	4e-05	3.4	9	4	2.5e-05	-1	23.7	0.9946
This study	864	0864a012015	0864a	0864a0120152	0864a0120152 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-1.579	0.013	0.021	u	2.7	Recalculated from original measurements; supercedes published results.	l	0.8	0.831	0.887	3.948e-05	1.8	13	6	2.5e-05	-1	55.9	0.998
This study	864	0864a012015	0864a	0864a0120153	0864a0120153 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	523	K	-0.464	0.039	0.018	u	10	Recalculated from original measurements; supercedes published results.	l	4.5	0.244	0.205	1.856e-05	4.5	11	7	4e-05	1	4.8	0.9862
This study	864	0864a012015	0864a	0864a0120154	0864a0120154 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	548	373	K	-0.986	0.004	0.004	u	2.1	Recalculated from original measurements; supercedes published results.	l	1.5	0.644	0.633	3.945e-05	2.8	6	3	4e-05	1	113.1	0.9999
This study	864	0864a012015	0864a	0864a0120155	0864a0120155 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	548	373	K	-0.894	0.017	0.015	u	7.5	Recalculated from original measurements; supercedes published results.	l	0.7	0.712	0.65	3.576e-05	3.9	6	3	4e-05	1	30.9	0.9988
This study	864	0864a012050	0864a	0864a0120501	0864a0120501 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-1.538	0.017	0.026	u	0.4	Recalculated from original measurements; supercedes published results.	l	2.3	0.802	0.788	3.846e-05	2.3	13	6	2.5e-05	-1	42	0.9969
This study	864	0864a012050	0864a	0864a0120502	0864a0120502 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-1.586	0.025	0.039	u	0.8	Recalculated from original measurements; supercedes published results.	l	0.4	0.811	0.798	3.964e-05	2.9	13	6	2.5e-05	-1	29.5	0.9933
This study	864	0864a012050	0864a	0864a0120503	0864a0120503 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	573	373	K	-0.86	0.01	0.008	u	1.9	Recalculated from original measurements; supercedes published results.	l	0.6	0.753	0.693	3.44e-05	2.4	7	3	4e-05	1	60.2	0.9995
This study	864	0864a012050	0864a	0864a0120504	0864a0120504 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	373	K	-0.854	0.013	0.011	u	3.4	Recalculated from original measurements; supercedes published results.	l	1.2	0.847	0.807	3.415e-05	2.9	15	7	4e-05	2	57.3	0.998
This study	864	0864a012050	0864a	0864a0120505	0864a0120505 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	573	373	K	-0.926	0.007	0.006	u	2.2	Recalculated from original measurements; supercedes published results.	l	0.9	0.7	0.714	3.703e-05	1.6	7	3	4e-05	1	81.5	0.9998
This study	864	0864a013015	0864a	0864a0130151	0864a0130151 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	398	K	-2.256	0.016	0.036	u	1.2	Recalculated from original measurements; supercedes published results.	l	10.7	0.848	0.847	5.64e-05	2.2	11	6	2.5e-05	-1	46.8	0.9978
This study	864	0864a013015	0864a	0864a0130152	0864a0130152 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-1.458	0.015	0.021	u	0.4	Recalculated from original measurements; supercedes published results.	l	4.4	0.975	0.911	3.646e-05	2.2	13	6	2.5e-05	-1	59.3	0.9976
This study	864	0864a013015	0864a	0864a0130153	0864a0130153 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	373	K	-1.057	0.014	0.015	u	3.5	Recalculated from original measurements; supercedes published results.	l	4.6	0.933	0.919	4.228e-05	3.1	15	7	4e-05	1	60.6	0.9975
This study	864	0864a013015	0864a	0864a0130154	0864a0130154 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	723	373	K	-1.082	0.015	0.017	u	1.3	Recalculated from original measurements; supercedes published results.	l	0.6	0.845	0.865	4.327e-05	2.8	13	6	4e-05	1	48.6	0.9974
This study	864	0864a013015	0864a	0864a0130155	0864a0130155 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	598	423	K	-0.942	0.022	0.021	u	2.5	Recalculated from original measurements; supercedes published results.	l	3.6	0.671	0.654	3.768e-05	2.3	7	4	4e-05	5	24.7	0.9975
This study	864	0864a013048	0864a	0864a0130481	0864a0130481 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	373	K	-1.496	0.023	0.034	u	7.7	Recalculated from original measurements; supercedes published results.	l	44.7	0.826	0.853	3.741e-05	2.9	14	7	2.5e-05	-1	32.5	0.9939
This study	864	0864a013048	0864a	0864a0130482	0864a0130482 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	373	K	-1.686	0.049	0.083	u	2.8	Recalculated from original measurements; supercedes published results.	l	20.9	0.615	0.524	4.215e-05	6.8	12	6	2.5e-05	-1	11.2	0.976
This study	864	0864a015015	0864a	0864a0150151	0864a0150151 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-1.124	0.042	0.047	u	4.7	Recalculated from original measurements; supercedes published results.	l	4.6	0.856	0.734	2.809e-05	10	13	6	2.5e-05	-1	18	0.9809
This study	864	0864a015015	0864a	0864a0150152	0864a0150152 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	473	K	-1.312	0.019	0.025	u	2.6	Recalculated from original measurements; supercedes published results.	l	2.7	0.717	0.737	3.279e-05	4.2	9	6	2.5e-05	-1	33.2	0.9976
This study	864	0864a015015	0864a	0864a0150153	0864a0150153 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	773	373	K	-0.904	0.014	0.012	u	0.4	Recalculated from original measurements; supercedes published results.	l	5.9	0.939	0.908	3.615e-05	1.6	15	7	4e-05	1	60	0.9976
This study	864	0864a015015	0864a	0864a0150154	0864a0150154 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	748	548	K	-0.817	0.018	0.015	u	2.5	Recalculated from original measurements; supercedes published results.	l	0.2	0.821	0.645	3.27e-05	1.6	9	7	4e-05	10	38.7	0.9978
This study	864	0864a015015	0864a	0864a0150155	0864a0150155 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	773	373	K	-0.934	0.011	0.01	u	1.1	Recalculated from original measurements; supercedes published results.	l	8.7	0.925	0.904	3.737e-05	1.6	15	7	4e-05	0	74.9	0.9985
This study	864	0864a015128	0864a	0864a0151281	0864a0151281 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-1.254	0.032	0.04	u	29.3	Recalculated from original measurements; supercedes published results.	l	4.2	0.868	0.675	3.136e-05	12.4	15	7	2.5e-05	-1	25.2	0.987
This study	864	0864a015128	0864a	0864a0151283	0864a0151283 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	723	373	K	-0.876	0.023	0.02	u	20.1	Recalculated from original measurements; supercedes published results.	l	2.7	0.908	0.725	3.506e-05	8.3	13	6	4e-05	2	34.8	0.9941
This study	864	0864a015128	0864a	0864a0151284	0864a0151284 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	748	373	K	-0.486	0.04	0.019	u	42.1	Recalculated from original measurements; supercedes published results.	l	14.3	0.707	0.382	1.943e-05	21.8	14	7	4e-05	1	11.9	0.9813
