tab	pmag_specimens
er_specimen_name	er_sample_name	er_site_name	er_location_name	er_analyst_mail_names	er_citation_names	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
mc229e2	mc229e	mc229	McMurdo	Lisa Tauxe	This study	mc229e2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		116.9	l					70.8						0.7		12			0
mc229g1	mc229g	mc229	McMurdo	Lisa Tauxe	This study	mc229g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-1.141	0.114	0.13		u	3.7	166.3	l	2.4	1.075	0.912	1.6	4.7	0.000034233	3.1	11	5	0.00003		4		8.3	0.8865	-1
mc229g2	mc229g	mc229	McMurdo	Lisa Tauxe	This study	mc229g2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		97.8	l					77.4						0.7		13			0
mc229h1	mc229h	mc229	McMurdo	Lisa Tauxe	This study	mc229h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-0.893	0.12	0.107		u	4.9	205.9	l	6.3	0.919	0.752	1.3	-9.2	0.000026781	6.2	9	5	0.00003		3		6.5	0.9016	-1
mc229i1	mc229i	mc229	McMurdo	Lisa Tauxe	This study	mc229i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-1.014	0.149	0.152		u	6	163.8	l	7.4	0.951	0.806	0.9	35.3	0.000030434	4.6	9	5	0.00003		4		5.4	0.8499	-1
mc229k1	mc229k	mc229	McMurdo	Lisa Tauxe	This study	mc229k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-1.089	0.136	0.148		u	4.3	165.9	l	4.1	0.922	0.806	3.2	16.2	0.000032671	3.9	9	5	0.00003		4		5.7	0.8749	-1
mc26a	mc26a	mc26	McMurdo	Lisa Tauxe	This study	mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	873	723	K		-0.962	0.05	0.048		u	0.6	55.0	l	36.3	0.496	0.74	0.3	-53	0.000038491	1.9	8	8	0.00004		-1		6.5	0.985	-1
mc26b	mc26b	mc26	McMurdo	Lisa Tauxe	This study	mc26b-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		13.9	l					-57.5						4.3		8			0
mc26c	mc26c	mc26	McMurdo	Lisa Tauxe	This study	mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	883	773	K		-0.571	0.043	0.025		u	1	43.2	l	15.2	0.591	0.688	1.7	-34.3	0.000022822	3.2	8	7	0.00004		-1		7.9	0.9887	-1
mc26d	mc26d	mc26	McMurdo	Lisa Tauxe	This study	mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	883	723	K		-0.813	0.07	0.057		u	1.5	38.8	l	16	0.472	0.664	0.4	-29.3	0.000032531	5.1	9	8	0.00004		-1		4.9	0.9655	-1
mc26e	mc26e	mc26	McMurdo	Lisa Tauxe	This study	mc26e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	883	773	K		-1.461	0.099	0.145		u	1	16.3	l	23.3	0.334	0.681	1.9	-18.9	0.000058436	4.5	8	8	0.00004		-1		2.2	0.9415	-1
mc26f	mc26f	mc26	McMurdo	Lisa Tauxe	This study	mc26f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		3.1	l					-53.9						3.3		9			0
mc26g	mc26g	mc26	McMurdo	Lisa Tauxe	This study	mc26g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		14.6	l					-57.9						1.9		10			0
mc26h	mc26h	mc26	McMurdo	Lisa Tauxe	This study	mc26h-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		31.8	l					-52.1						2.3		13			0
mc28a	mc28a	mc28	McMurdo	Lisa Tauxe	This study	mc28a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	573	373	K		-0.678	0.179	0.121		u	2.2	4.5	l	5.3	0.716	0.562	0.2	-68.6	0.000027106	0.4	5	5	0.00004		-1		3	0.9064	-1
mc28b	mc28b	mc28	McMurdo	Lisa Tauxe	This study	mc28b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	823	373	K		-0.323	0.107	0.035		u	6.8	1.6	l	10.4	1.025	0.771	0.3	-39.8	0.000012902	2.9	11	5	0.00004		-1		8.3	0.899	-1
mc28c	mc28c	mc28	McMurdo	Lisa Tauxe	This study	mc28c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	673	373	K		-0.642	0.152	0.097		u	5.4	3.1	l	51.3	0.468	0.448	0.7	-60.8	0.000025694	4.2	7	5	0.00004		-1		2.5	0.8883	-1
mc28d	mc28d	mc28	McMurdo	Lisa Tauxe	This study	mc28d-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.0075	T					A	u		352.2	l					-75.3						1.3		10			0
mc28f	mc28f	mc28	McMurdo	Lisa Tauxe	This study	mc28f-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	673	373	K		-0.731	0.172	0.126		u	0.9	11.1	l	18.9	0.776	0.676	1.9	-62.3	0.00002926	1.4	7	4	0.00004		-1		3.6	0.8581	-1
mc28g	mc28g	mc28	McMurdo	Lisa Tauxe	This study	mc28g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		93.2	l					-72.8						1.3		11			0
mc28h	mc28h	mc28	McMurdo	Lisa Tauxe	This study	mc28h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		138.4	l					-82.4						0.8		11			0
mc29a	mc29a	mc29	McMurdo	Lisa Tauxe	This study	mc29a-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.0075	T					A	u		33.3	l					-83.9						0.8		12			0
mc29b	mc29b	mc29	McMurdo	Lisa Tauxe	This study	mc29b-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		13.1	l					-79.8						1.1		10			0
mc29c	mc29c	mc29	McMurdo	Lisa Tauxe	This study	mc29c-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		11.9	l					-75						4.1		11			0
mc29d	mc29d	mc29	McMurdo	Lisa Tauxe	This study	mc29d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	523	373	K		-0.761	0.122	0.093		u	1.4	26.0	l	83.6	0.524	0.475	0.9	-53.4	0.000030445	1	4	4	0.00004		-1		2.8	0.9702	-1
mc29e	mc29e	mc29	McMurdo	Lisa Tauxe	This study	mc29e-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		12.8	l					-74.2						1.2		10			0
mc29f	mc29f	mc29	McMurdo	Lisa Tauxe	This study	mc29f-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.0075	T					A	u		7.3	l					-81.6						0.3		11			0
mc29g	mc29g	mc29	McMurdo	Lisa Tauxe	This study	mc29g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		21.0	l					-77.8						2.5		11			0
mc29h	mc29h	mc29	McMurdo	Lisa Tauxe	This study	mc29h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		353.7	l					-77.7						1.4		10			0
mc30a	mc30a	mc30	McMurdo	Lisa Tauxe	This study	mc30a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-1.07	0.023	0.024		u	0.5	205.7	l	11.9	0.939	0.934	1.7	22.6	0.000042782	1.5	13	6	0.00004		-1		35.4	0.9943	-1
mc30b	mc30b	mc30	McMurdo	Lisa Tauxe	This study	mc30b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-1.055	0.029	0.03		u	0.8	198.4	l	4.3	0.928	0.938	1	17.8	0.000042202	1	13	6	0.00004		-1		27.4	0.991	-1
mc30c	mc30c	mc30	McMurdo	Lisa Tauxe	This study	mc30c-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		253.7	l					77.6						1.1		13			0
mc30d	mc30d	mc30	McMurdo	Lisa Tauxe	This study	mc30d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-1.061	0.025	0.027		u	0.7	182.6	l	16.5	0.931	0.926	0.8	45	0.000042455	1.2	13	6	0.00004		-1		31.3	0.993	-1
mc30e	mc30e	mc30	McMurdo	Lisa Tauxe	This study	mc30e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-1.077	0.027	0.029		u	0.4	162.2	l	11.2	0.92	0.931	1.4	63.4	0.000043085	0.6	13	5	0.00004		-1		29.8	0.9923	-1
mc30f	mc30f	mc30	McMurdo	Lisa Tauxe	This study	mc30f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		234.3	l					66.3						1.4		9			0
mc30g	mc30g	mc30	McMurdo	Lisa Tauxe	This study	mc30g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	523	K					A	u		239.3	l					59.3						2.5		7			0
mc30h	mc30h	mc30	McMurdo	Lisa Tauxe	This study	mc30h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	523	K					A	u		241.9	l					63						1.7		7			0
mc31b	mc31b	mc31	McMurdo	Lisa Tauxe	This study	mc31b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	773	373	K		-0.35	0.131	0.046		u	8.5	2.4	l	64.9	0.409	0.363	1	-40.5	0.000014018	6.1	9	5	0.00004		-1		2.7	0.8843	-1
mc31c	mc31c	mc31	McMurdo	Lisa Tauxe	This study	mc31c-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	798	673	K					A	u		285.9	l					-81.4						0.8		4			0
mc31d	mc31d	mc31	McMurdo	Lisa Tauxe	This study	mc31d-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	523	K					A	u		277.8	l					-85.6						0.7		8			0
mc31f	mc31f	mc31	McMurdo	Lisa Tauxe	This study	mc31f-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		353.1	l					-87.5						0.7		12			0
mc31h	mc31h	mc31	McMurdo	Lisa Tauxe	This study	mc31h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		312.7	l					-88.7						2.6		11			0
mc32a	mc32a	mc32	McMurdo	Lisa Tauxe	This study	mc32a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:IE-TT	pmagpy-2.60	823	373	K		-0.736	0.01	0.008		u	0.3	10.0	l	62.1	0.941	0.905	2.2	-63.2	0.000029437	1.5	10	4	0.00004		-1		38.5	0.9991	-1
mc32b	mc32b	mc32	McMurdo	Lisa Tauxe	This study	mc32b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	798	373	K		-0.803	0.02	0.016		u	0.4	10.7	l	7	0.586	0.57	1.7	-64.8	0.000032111	1.3	10	6	0.00004		-1		19.8	0.9967	-1
mc32d	mc32d	mc32	McMurdo	Lisa Tauxe	This study	mc32d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-0.992	0.029	0.029		u	0.5	31.3	l	13.9	0.981	0.976	1.8	-53.7	0.000039679	0.8	13	5	0.00004		-1		27	0.9908	-1
mc32e	mc32e	mc32	McMurdo	Lisa Tauxe	This study	mc32e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	823	373	K		-0.701	0.026	0.018		u	4.6	352.0	l	7.6	0.766	0.744	1.7	-40.9	0.000028057	2.8	11	6	0.00004		-1		24.8	0.9941	-1
mc32f	mc32f	mc32	McMurdo	Lisa Tauxe	This study	mc32f-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		262.1	l					-75.3						0.8		13			0
mc32g	mc32g	mc32	McMurdo	Lisa Tauxe	This study	mc32g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		266.2	l					-74.8						0.9		11			0
mc32h	mc32h	mc32	McMurdo	Lisa Tauxe	This study	mc32h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		270.4	l					-74.8						1.6		10			0
mc33a	mc33a	mc33	McMurdo	Lisa Tauxe	This study	mc33a-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	623	K					A	u		2.6	l					-76						1		5			0
mc33b	mc33b	mc33	McMurdo	Lisa Tauxe	This study	mc33b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	373	K		-0.933	0.171	0.159		u	3.1	6.0	l	4	0.363	0.419	1.5	-46.3	0.000037315	3.6	8	5	0.00004		-1		1.6	0.8327	-1
mc33c	mc33c	mc33	McMurdo	Lisa Tauxe	This study	mc33c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	373	K		-0.803	0.195	0.156		u	3.6	355.5	l	19.4	0.44	0.456	0.9	-38.2	0.000032118	4.1	8	5	0.00004		-1		1.7	0.7857	-1
mc33d	mc33d	mc33	McMurdo	Lisa Tauxe	This study	mc33d-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		32.0	l					-74						1.1		12			0
mc33e	mc33e	mc33	McMurdo	Lisa Tauxe	This study	mc33e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	373	K		-0.808	0.06	0.049		u	5	10.9	l	22	0.498	0.41	1.3	-32.2	0.000032316	3.2	8	4	0.00004		-1		6.7	0.9784	-1
mc33f	mc33f	mc33	McMurdo	Lisa Tauxe	This study	mc33f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	773	373	K					A	u		17.1	l					-73.9						2.8		9			0
mc33g	mc33g	mc33	McMurdo	Lisa Tauxe	This study	mc33g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	773	523	K					A	u		3.5	l					-70.4						2.9		6			0
mc33h	mc33h	mc33	McMurdo	Lisa Tauxe	This study	mc33h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		17.9	l					-74.6						0.9		10			0
mc34a	mc34a	mc34	McMurdo	Lisa Tauxe	This study	mc34a-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	673	K					A	u		313.6	l					-80.4						0.7		5			0
mc34b	mc34b	mc34	McMurdo	Lisa Tauxe	This study	mc34b-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		261.2	l					-78.9						2.3		11			0
mc34c	mc34c	mc34	McMurdo	Lisa Tauxe	This study	mc34c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	823	373	K		-0.576	0.051	0.03		u	0.8	352.1	l	4.2	0.854	0.809	0.9	-53.6	0.000023047	1.4	11	5	0.00004		-1		13.1	0.9764	-1
mc34d	mc34d	mc34	McMurdo	Lisa Tauxe	This study	mc34d-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		266.6	l					-80.9						1.8		13			0
mc34e	mc34e	mc34	McMurdo	Lisa Tauxe	This study	mc34e-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		293.5	l					-81.2						1.5		10			0
mc34f	mc34f	mc34	McMurdo	Lisa Tauxe	This study	mc34f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		274.1	l					-77						1.9		9			0
mc34h	mc34h	mc34	McMurdo	Lisa Tauxe	This study	mc34h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	673	K					A	u		317.1	l					-87.3						1		5			0
mc35a	mc35a	mc35	McMurdo	Lisa Tauxe	This study	mc35a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-0.596	0.022	0.013		u	0.7	1.4	l	23.6	0.939	0.857	1.2	-28.7	0.000023831	1.9	13	6	0.00004		-1		37.7	0.9948	-1
mc35b	mc35b	mc35	McMurdo	Lisa Tauxe	This study	mc35b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-0.554	0.03	0.016		u	1.3	4.5	l	16.7	0.976	0.935	0.6	-35	0.000022151	2.2	13	6	0.00004		-1		29.4	0.9904	-1
mc35c	mc35c	mc35	McMurdo	Lisa Tauxe	This study	mc35c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	853	373	K		-0.582	0.027	0.016		u	1.7	5.3	l	21.9	1.002	0.929	1.2	-45	0.000023295	2.7	13	5	0.00004		-1		32.5	0.992	-1
mc35d	mc35d	mc35	McMurdo	Lisa Tauxe	This study	mc35d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	773	373	K		-0.652	0.041	0.027		u	2.4	4.0	l	16.7	0.61	0.572	0.4	-46.2	0.000026063	1.6	9	5	0.00004		-1		12.4	0.988	-1
mc35e	mc35e	mc35	McMurdo	Lisa Tauxe	This study	mc35e-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		283.4	l					-78.8						2		11			0
mc35f	mc35f	mc35	McMurdo	Lisa Tauxe	This study	mc35f-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		298.4	l					-82.7						0.8		13			0
mc35g	mc35g	mc35	McMurdo	Lisa Tauxe	This study	mc35g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		314.9	l					-82.4						2.8		10			0
mc35h	mc35h	mc35	McMurdo	Lisa Tauxe	This study	mc35h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		299.2	l					-80.8						1		10			0
mc36a	mc36a	mc36	McMurdo	Lisa Tauxe	This study	mc36a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	843	373	K		-0.746	0.01	0.008		u	1	351.8	l	7.5	0.898	0.894	2.4	-52.9	0.000029828	2.1	12	6	0.00004		-1		72.8	0.999	-1
mc36b	mc36b	mc36	McMurdo	Lisa Tauxe	This study	mc36b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	798	373	K		-0.627	0.036	0.022		u	0.9	356.2	l	2	0.665	0.67	1.8	-11.1	0.000025085	2.5	10	5	0.00004		-1		15.9	0.9898	-1
mc36c	mc36c	mc36	McMurdo	Lisa Tauxe	This study	mc36c-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFP:DA-DIR-GEO	pmagpy-2.58	798	373	K					A	u		244.3	p					-1.7						10.8		10			0
mc36d	mc36d	mc36	McMurdo	Lisa Tauxe	This study	mc36d-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		66.5	l					-82.1						1.5		11			0
mc36e	mc36e	mc36	McMurdo	Lisa Tauxe	This study	mc36e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	798	273	K		-0.57	0.029	0.017		u	4.7	1.3	l	0.7	0.855	0.805	1.6	-3.7	0.000022808	4.1	11	4	0.00004		-1		25.1	0.9923	-1
mc36f	mc36f	mc36	McMurdo	Lisa Tauxe	This study	mc36f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		302.1	l					-85.3						2.1		11			0
mc36g	mc36g	mc36	McMurdo	Lisa Tauxe	This study	mc36g-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		328.1	l					-75.7						0.6		13			0
mc36h	mc36h	mc36	McMurdo	Lisa Tauxe	This study	mc36h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:IE-TT	pmagpy-2.60	848	373	K		-0.626	0.038	0.024		u	0.8	16.5	l	6.5	0.947	0.81	2.2	-47	0.000025029	2.1	12	5	0.00004		5		21.3	0.9854	-1
mc37a	mc37a	mc37	McMurdo	Lisa Tauxe	This study	mc37a-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		232.1	l					83.8						2.1		10			0
mc37b	mc37b	mc37	McMurdo	Lisa Tauxe	This study	mc37b-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		242.2	l					77.8						1.3		11			0
mc37c	mc37c	mc37	McMurdo	Lisa Tauxe	This study	mc37c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	843	373	K		-1.571	0.03	0.047		u	0.3	190.8	l	1.1	0.96	0.967	1.3	28.6	0.000062835	1	12	6	0.00004		-1		27.6	0.9912	-1
mc37d	mc37d	mc37	McMurdo	Lisa Tauxe	This study	mc37d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	773	373	K		-1.313	0.017	0.022		u	3.2	188.0	l	12.9	0.6	0.613	2.5	40	0.000052526	2.6	9	5	0.00004		-1		28.2	0.998	-1
