tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_chi_mass	measurement_dec	measurement_flag	measurement_inc	measurement_magn_mass	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	DSDP Site 522	32-2-116	32-2-116	32-2-116	32-2-116:LP-IRM	LT-IRM			g		1.587e-03	7127	u	300	0	1.0	300
This study	DSDP Site 522	32-2-116	32-2-116	32-2-116	32-2-116:LP-X	LP-X	1.136e-07					7128		300	10e-3	0	300
This study	DSDP Site 522	32-2-119	32-2-119	32-2-119	32-2-119:LP-AF-DIR	LT-AF-Z		184.5	g	59.5	8.437e-06	7129	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-119	32-2-119	32-2-119	32-2-119:LP-ARM	LT-AF-I			g		8.033e-05	7130	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-119	32-2-119	32-2-119	32-2-119:LP-IRM	LT-IRM			g		1.421e-03	7131	u	300	0	1.0	300
This study	DSDP Site 522	32-2-119	32-2-119	32-2-119	32-2-119:LP-X	LP-X	1.216e-07					7132		300	10e-3	0	300
This study	DSDP Site 522	32-2-123	32-2-123	32-2-123	32-2-123:LP-AF-DIR	LT-AF-Z		168.1	g	42.9	5.666e-06	7133	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-123	32-2-123	32-2-123	32-2-123:LP-ARM	LT-AF-I			g		6.898e-05	7134	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-123	32-2-123	32-2-123	32-2-123:LP-IRM	LT-IRM			g		1.400e-03	7135	u	300	0	1.0	300
This study	DSDP Site 522	32-2-123	32-2-123	32-2-123	32-2-123:LP-X	LP-X	9.690e-08					7136		300	10e-3	0	300
This study	DSDP Site 522	32-2-126	32-2-126	32-2-126	32-2-126:LP-AF-DIR	LT-AF-Z		168.2	g	46.3	3.991e-06	7137	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-126	32-2-126	32-2-126	32-2-126:LP-ARM	LT-AF-I			g		7.346e-05	7138	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-126	32-2-126	32-2-126	32-2-126:LP-IRM	LT-IRM			g		1.383e-03	7139	u	300	0	1.0	300
This study	DSDP Site 522	32-2-126	32-2-126	32-2-126	32-2-126:LP-X	LP-X	9.729e-08					7140		300	10e-3	0	300
This study	DSDP Site 522	32-2-130	32-2-130	32-2-130	32-2-130:LP-AF-DIR	LT-AF-Z		167.7	g	41.9	5.305e-06	7141	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-130	32-2-130	32-2-130	32-2-130:LP-ARM	LT-AF-I			g		7.669e-05	7142	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-130	32-2-130	32-2-130	32-2-130:LP-IRM	LT-IRM			g		1.542e-03	7143	u	300	0	1.0	300
This study	DSDP Site 522	32-2-130	32-2-130	32-2-130	32-2-130:LP-X	LP-X	1.102e-07					7144		300	10e-3	0	300
This study	DSDP Site 522	32-2-134	32-2-134	32-2-134	32-2-134:LP-AF-DIR	LT-AF-Z		207.2	g	43.8	3.885e-06	7145	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-134	32-2-134	32-2-134	32-2-134:LP-ARM	LT-AF-I			g		7.760e-05	7146	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-134	32-2-134	32-2-134	32-2-134:LP-IRM	LT-IRM			g		1.572e-03	7147	u	300	0	1.0	300
This study	DSDP Site 522	32-2-134	32-2-134	32-2-134	32-2-134:LP-X	LP-X	1.141e-07					7148		300	10e-3	0	300
This study	DSDP Site 522	32-2-137	32-2-137	32-2-137	32-2-137:LP-AF-DIR	LT-AF-Z		204.2	g	58.4	4.543e-06	7149	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-137	32-2-137	32-2-137	32-2-137:LP-ARM	LT-AF-I			g		8.658e-05	7150	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-137	32-2-137	32-2-137	32-2-137:LP-IRM	LT-IRM			g		1.676e-03	7151	u	300	0	1.0	300
This study	DSDP Site 522	32-2-137	32-2-137	32-2-137	32-2-137:LP-X	LP-X	1.199e-07					7152		300	10e-3	0	300
This study	DSDP Site 522	32-2-141	32-2-141	32-2-141	32-2-141:LP-AF-DIR	LT-AF-Z		189.1	g	40.5	5.510e-06	7153	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-141	32-2-141	32-2-141	32-2-141:LP-ARM	LT-AF-I			g		8.672e-05	7154	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-141	32-2-141	32-2-141	32-2-141:LP-IRM	LT-IRM			g		1.718e-03	7155	u	300	0	1.0	300
This study	DSDP Site 522	32-2-141	32-2-141	32-2-141	32-2-141:LP-X	LP-X	1.237e-07					7156		300	10e-3	0	300
This study	DSDP Site 522	32-2-144	32-2-144	32-2-144	32-2-144:LP-AF-DIR	LT-AF-Z		154.5	g	49.9	3.618e-06	7157	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-144	32-2-144	32-2-144	32-2-144:LP-ARM	LT-AF-I			g		8.000e-05	7158	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-144	32-2-144	32-2-144	32-2-144:LP-IRM	LT-IRM			g		1.556e-03	7159	u	300	0	1.0	300
This study	DSDP Site 522	32-2-144	32-2-144	32-2-144	32-2-144:LP-X	LP-X	1.093e-07					7160		300	10e-3	0	300
This study	DSDP Site 522	32-2-147	32-2-147	32-2-147	32-2-147:LP-AF-DIR	LT-AF-Z		176.3	g	51.6	4.494e-06	7161	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-147	32-2-147	32-2-147	32-2-147:LP-ARM	LT-AF-I			g		8.347e-05	7162	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-147	32-2-147	32-2-147	32-2-147:LP-IRM	LT-IRM			g		1.557e-03	7163	u	300	0	1.0	300
This study	DSDP Site 522	32-2-147	32-2-147	32-2-147	32-2-147:LP-X	LP-X	1.091e-07					7164		300	10e-3	0	300
This study	DSDP Site 522	32-2-150	32-2-150	32-2-150	32-2-150:LP-AF-DIR	LT-AF-Z		174.4	g	50.9	3.536e-06	7165	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-150	32-2-150	32-2-150	32-2-150:LP-ARM	LT-AF-I			g		7.843e-05	7166	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-150	32-2-150	32-2-150	32-2-150:LP-IRM	LT-IRM			g		1.464e-03	7167	u	300	0	1.0	300
This study	DSDP Site 522	32-2-150	32-2-150	32-2-150	32-2-150:LP-X	LP-X	1.072e-07					7168		300	10e-3	0	300
This study	DSDP Site 522	32-3-004	32-3-004	32-3-004	32-3-004:LP-AF-DIR	LT-AF-Z		166.0	g	59.9	3.198e-06	7169	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-004	32-3-004	32-3-004	32-3-004:LP-ARM	LT-AF-I			g		7.380e-05	7170	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-004	32-3-004	32-3-004	32-3-004:LP-IRM	LT-IRM			g		1.336e-03	7171	u	300	0	1.0	300
This study	DSDP Site 522	32-3-004	32-3-004	32-3-004	32-3-004:LP-X	LP-X	9.309e-08					7172		300	10e-3	0	300
This study	DSDP Site 522	32-3-006	32-3-006	32-3-006	32-3-006:LP-AF-DIR	LT-AF-Z		161.4	g	56.2	2.401e-06	7173	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-006	32-3-006	32-3-006	32-3-006:LP-ARM	LT-AF-I			g		7.153e-05	7174	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-006	32-3-006	32-3-006	32-3-006:LP-IRM	LT-IRM			g		1.285e-03	7175	u	300	0	1.0	300
This study	DSDP Site 522	32-3-006	32-3-006	32-3-006	32-3-006:LP-X	LP-X	9.416e-08					7176		300	10e-3	0	300
This study	DSDP Site 522	32-3-009	32-3-009	32-3-009	32-3-009:LP-AF-DIR	LT-AF-Z		171.4	g	59.2	3.446e-06	7177	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-009	32-3-009	32-3-009	32-3-009:LP-ARM	LT-AF-I			g		7.036e-05	7178	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-009	32-3-009	32-3-009	32-3-009:LP-IRM	LT-IRM			g		1.309e-03	7179	u	300	0	1.0	300
This study	DSDP Site 522	32-3-009	32-3-009	32-3-009	32-3-009:LP-X	LP-X	9.381e-08					7180		300	10e-3	0	300
This study	DSDP Site 522	32-3-013	32-3-013	32-3-013	32-3-013:LP-AF-DIR	LT-AF-Z		183.7	g	71.5	2.597e-06	7181	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-013	32-3-013	32-3-013	32-3-013:LP-ARM	LT-AF-I			g		8.021e-05	7182	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-013	32-3-013	32-3-013	32-3-013:LP-IRM	LT-IRM			g		1.427e-03	7183	u	300	0	1.0	300
This study	DSDP Site 522	32-3-013	32-3-013	32-3-013	32-3-013:LP-X	LP-X	1.032e-07					7184		300	10e-3	0	300
This study	DSDP Site 522	32-3-016	32-3-016	32-3-016	32-3-016:LP-AF-DIR	LT-AF-Z		199.4	g	71.2	2.679e-06	7185	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-016	32-3-016	32-3-016	32-3-016:LP-ARM	LT-AF-I			g		8.468e-05	7186	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-016	32-3-016	32-3-016	32-3-016:LP-IRM	LT-IRM			g		1.547e-03	7187	u	300	0	1.0	300
This study	DSDP Site 522	32-3-016	32-3-016	32-3-016	32-3-016:LP-X	LP-X	1.116e-07					7188		300	10e-3	0	300
This study	DSDP Site 522	32-3-020	32-3-020	32-3-020	32-3-020:LP-AF-DIR	LT-AF-Z		176.1	g	53.3	4.022e-06	7189	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-020	32-3-020	32-3-020	32-3-020:LP-ARM	LT-AF-I			g		8.409e-05	7190	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-020	32-3-020	32-3-020	32-3-020:LP-IRM	LT-IRM			g		1.649e-03	7191	u	300	0	1.0	300
This study	DSDP Site 522	32-3-020	32-3-020	32-3-020	32-3-020:LP-X	LP-X	1.199e-07					7192		300	10e-3	0	300
This study	DSDP Site 522	32-3-023	32-3-023	32-3-023	32-3-023:LP-AF-DIR	LT-AF-Z		166.2	g	43.1	5.875e-06	7193	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-023	32-3-023	32-3-023	32-3-023:LP-ARM	LT-AF-I			g		9.040e-05	7194	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-023	32-3-023	32-3-023	32-3-023:LP-IRM	LT-IRM			g		1.815e-03	7195	u	300	0	1.0	300
This study	DSDP Site 522	32-3-023	32-3-023	32-3-023	32-3-023:LP-X	LP-X	1.338e-07					7196		300	10e-3	0	300
This study	DSDP Site 522	32-3-026	32-3-026	32-3-026	32-3-026:LP-AF-DIR	LT-AF-Z		177.4	g	55.5	4.291e-06	7197	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-026	32-3-026	32-3-026	32-3-026:LP-ARM	LT-AF-I			g		9.789e-05	7198	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-026	32-3-026	32-3-026	32-3-026:LP-IRM	LT-IRM			g		1.938e-03	7199	u	300	0	1.0	300
This study	DSDP Site 522	32-3-026	32-3-026	32-3-026	32-3-026:LP-X	LP-X	1.437e-07					7200		300	10e-3	0	300
This study	DSDP Site 522	32-3-029	32-3-029	32-3-029	32-3-029:LP-AF-DIR	LT-AF-Z		185.6	g	47.3	4.055e-06	7201	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-029	32-3-029	32-3-029	32-3-029:LP-ARM	LT-AF-I			g		9.162e-05	7202	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-029	32-3-029	32-3-029	32-3-029:LP-IRM	LT-IRM			g		1.797e-03	7203	u	300	0	1.0	300
This study	DSDP Site 522	32-3-029	32-3-029	32-3-029	32-3-029:LP-X	LP-X	1.349e-07					7204		300	10e-3	0	300
This study	DSDP Site 522	32-3-033	32-3-033	32-3-033	32-3-033:LP-AF-DIR	LT-AF-Z		195.9	g	41.4	3.516e-06	7205	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-033	32-3-033	32-3-033	32-3-033:LP-ARM	LT-AF-I			g		9.343e-05	7206	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-033	32-3-033	32-3-033	32-3-033:LP-IRM	LT-IRM			g		1.813e-03	7207	u	300	0	1.0	300
This study	DSDP Site 522	32-3-033	32-3-033	32-3-033	32-3-033:LP-X	LP-X	1.349e-07					7208		300	10e-3	0	300
This study	DSDP Site 522	32-3-036	32-3-036	32-3-036	32-3-036:LP-AF-DIR	LT-AF-Z		180.0	g	55.5	3.750e-06	7209	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-036	32-3-036	32-3-036	32-3-036:LP-ARM	LT-AF-I			g		8.976e-05	7210	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-036	32-3-036	32-3-036	32-3-036:LP-IRM	LT-IRM			g		1.775e-03	7211	u	300	0	1.0	300
This study	DSDP Site 522	32-3-036	32-3-036	32-3-036	32-3-036:LP-X	LP-X	1.310e-07					7212		300	10e-3	0	300
This study	DSDP Site 522	32-3-039	32-3-039	32-3-039	32-3-039:LP-AF-DIR	LT-AF-Z		211.9	g	57.1	4.367e-06	7213	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-039	32-3-039	32-3-039	32-3-039:LP-ARM	LT-AF-I			g		7.371e-05	7214	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-039	32-3-039	32-3-039	32-3-039:LP-IRM	LT-IRM			g		1.460e-03	7215	u	300	0	1.0	300
This study	DSDP Site 522	32-3-039	32-3-039	32-3-039	32-3-039:LP-X	LP-X	1.015e-07					7216		300	10e-3	0	300
This study	DSDP Site 522	32-3-043	32-3-043	32-3-043	32-3-043:LP-AF-DIR	LT-AF-Z		224.5	g	18.4	1.520e-06	7217	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-043	32-3-043	32-3-043	32-3-043:LP-ARM	LT-AF-I			g		7.545e-05	7218	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-043	32-3-043	32-3-043	32-3-043:LP-IRM	LT-IRM			g		1.258e-03	7219	u	300	0	1.0	300
This study	DSDP Site 522	32-3-043	32-3-043	32-3-043	32-3-043:LP-X	LP-X	8.967e-08					7220		300	10e-3	0	300
This study	DSDP Site 522	32-3-049	32-3-049	32-3-049	32-3-049:LP-AF-DIR	LT-AF-Z		177.6	g	34.1	2.426e-06	7221	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-049	32-3-049	32-3-049	32-3-049:LP-ARM	LT-AF-I			g		7.625e-05	7222	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-049	32-3-049	32-3-049	32-3-049:LP-IRM	LT-IRM			g		1.344e-03	7223	u	300	0	1.0	300
This study	DSDP Site 522	32-3-049	32-3-049	32-3-049	32-3-049:LP-X	LP-X	9.513e-08					7224		300	10e-3	0	300
This study	DSDP Site 522	32-3-052	32-3-052	32-3-052	32-3-052:LP-AF-DIR	LT-AF-Z		187.7	g	67.7	1.485e-06	7225	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-052	32-3-052	32-3-052	32-3-052:LP-ARM	LT-AF-I			g		6.650e-05	7226	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-052	32-3-052	32-3-052	32-3-052:LP-IRM	LT-IRM			g		1.126e-03	7227	u	300	0	1.0	300
This study	DSDP Site 522	32-3-052	32-3-052	32-3-052	32-3-052:LP-X	LP-X	7.882e-08					7228		300	10e-3	0	300
This study	DSDP Site 522	32-3-055	32-3-055	32-3-055	32-3-055:LP-AF-DIR	LT-AF-Z		168.9	g	35.2	2.011e-06	7229	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-055	32-3-055	32-3-055	32-3-055:LP-ARM	LT-AF-I			g		6.219e-05	7230	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-055	32-3-055	32-3-055	32-3-055:LP-IRM	LT-IRM			g		1.063e-03	7231	u	300	0	1.0	300
This study	DSDP Site 522	32-3-055	32-3-055	32-3-055	32-3-055:LP-X	LP-X	7.233e-08					7232		300	10e-3	0	300
This study	DSDP Site 522	32-3-058	32-3-058	32-3-058	32-3-058:LP-AF-DIR	LT-AF-Z		173.8	g	56.7	1.887e-06	7233	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-058	32-3-058	32-3-058	32-3-058:LP-ARM	LT-AF-I			g		6.187e-05	7234	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-058	32-3-058	32-3-058	32-3-058:LP-IRM	LT-IRM			g		1.087e-03	7235	u	300	0	1.0	300
This study	DSDP Site 522	32-3-058	32-3-058	32-3-058	32-3-058:LP-X	LP-X	7.312e-08					7236		300	10e-3	0	300
This study	DSDP Site 522	32-3-063	32-3-063	32-3-063	32-3-063:LP-AF-DIR	LT-AF-Z		173.4	g	50.1	8.198e-06	7237	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-063	32-3-063	32-3-063	32-3-063:LP-ARM	LT-AF-I			g		1.469e-04	7238	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-063	32-3-063	32-3-063	32-3-063:LP-IRM	LT-IRM			g		2.624e-03	7239	u	300	0	1.0	300
This study	DSDP Site 522	32-3-063	32-3-063	32-3-063	32-3-063:LP-X	LP-X	1.841e-07					7240		300	10e-3	0	300
This study	DSDP Site 522	32-3-067	32-3-067	32-3-067	32-3-067:LP-AF-DIR	LT-AF-Z		188.3	g	66.6	1.896e-06	7241	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-067	32-3-067	32-3-067	32-3-067:LP-ARM	LT-AF-I			g		6.866e-05	7242	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-067	32-3-067	32-3-067	32-3-067:LP-IRM	LT-IRM			g		1.199e-03	7243	u	300	0	1.0	300
This study	DSDP Site 522	32-3-067	32-3-067	32-3-067	32-3-067:LP-X	LP-X	8.666e-08					7244		300	10e-3	0	300
This study	DSDP Site 522	32-3-070	32-3-070	32-3-070	32-3-070:LP-AF-DIR	LT-AF-Z		160.4	g	40.7	1.795e-06	7245	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-070	32-3-070	32-3-070	32-3-070:LP-ARM	LT-AF-I			g		6.837e-05	7246	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-070	32-3-070	32-3-070	32-3-070:LP-IRM	LT-IRM			g		1.183e-03	7247	u	300	0	1.0	300
This study	DSDP Site 522	32-3-070	32-3-070	32-3-070	32-3-070:LP-X	LP-X	8.621e-08					7248		300	10e-3	0	300
This study	DSDP Site 522	32-3-074	32-3-074	32-3-074	32-3-074:LP-AF-DIR	LT-AF-Z		157.2	g	51.6	2.021e-06	7249	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-074	32-3-074	32-3-074	32-3-074:LP-ARM	LT-AF-I			g		6.436e-05	7250	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-074	32-3-074	32-3-074	32-3-074:LP-IRM	LT-IRM			g		1.124e-03	7251	u	300	0	1.0	300
This study	DSDP Site 522	32-3-074	32-3-074	32-3-074	32-3-074:LP-X	LP-X	8.096e-08					7252		300	10e-3	0	300
This study	DSDP Site 522	32-3-078	32-3-078	32-3-078	32-3-078:LP-AF-DIR	LT-AF-Z		179.9	g	56.6	1.855e-06	7253	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-078	32-3-078	32-3-078	32-3-078:LP-ARM	LT-AF-I			g		6.570e-05	7254	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-078	32-3-078	32-3-078	32-3-078:LP-IRM	LT-IRM			g		1.112e-03	7255	u	300	0	1.0	300
This study	DSDP Site 522	32-3-078	32-3-078	32-3-078	32-3-078:LP-X	LP-X	8.086e-08					7256		300	10e-3	0	300
This study	DSDP Site 522	32-3-081	32-3-081	32-3-081	32-3-081:LP-AF-DIR	LT-AF-Z		170.5	g	46.1	1.773e-06	7257	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-081	32-3-081	32-3-081	32-3-081:LP-ARM	LT-AF-I			g		6.584e-05	7258	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-081	32-3-081	32-3-081	32-3-081:LP-IRM	LT-IRM			g		1.120e-03	7259	u	300	0	1.0	300
This study	DSDP Site 522	32-3-081	32-3-081	32-3-081	32-3-081:LP-X	LP-X	7.935e-08					7260		300	10e-3	0	300
This study	DSDP Site 522	32-3-084	32-3-084	32-3-084	32-3-084:LP-AF-DIR	LT-AF-Z		176.6	g	45	2.816e-06	7261	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-084	32-3-084	32-3-084	32-3-084:LP-ARM	LT-AF-I			g		6.631e-05	7262	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-084	32-3-084	32-3-084	32-3-084:LP-IRM	LT-IRM			g		1.135e-03	7263	u	300	0	1.0	300
This study	DSDP Site 522	32-3-084	32-3-084	32-3-084	32-3-084:LP-X	LP-X	8.085e-08					7264		300	10e-3	0	300
This study	DSDP Site 522	32-3-087	32-3-087	32-3-087	32-3-087:LP-AF-DIR	LT-AF-Z		149.0	g	71.9	3.737e-06	7265	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-087	32-3-087	32-3-087	32-3-087:LP-ARM	LT-AF-I			g		6.216e-05	7266	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-087	32-3-087	32-3-087	32-3-087:LP-IRM	LT-IRM			g		1.120e-03	7267	u	300	0	1.0	300
This study	DSDP Site 522	32-3-087	32-3-087	32-3-087	32-3-087:LP-X	LP-X	7.876e-08					7268		300	10e-3	0	300
This study	DSDP Site 522	32-3-090	32-3-090	32-3-090	32-3-090:LP-AF-DIR	LT-AF-Z		169.2	g	62.2	3.430e-06	7269	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-090	32-3-090	32-3-090	32-3-090:LP-ARM	LT-AF-I			g		6.544e-05	7270	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-090	32-3-090	32-3-090	32-3-090:LP-IRM	LT-IRM			g		1.161e-03	7271	u	300	0	1.0	300
This study	DSDP Site 522	32-3-090	32-3-090	32-3-090	32-3-090:LP-X	LP-X	8.591e-08					7272		300	10e-3	0	300
This study	DSDP Site 522	32-3-093	32-3-093	32-3-093	32-3-093:LP-AF-DIR	LT-AF-Z		154.9	g	37.3	5.059e-06	7273	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-093	32-3-093	32-3-093	32-3-093:LP-ARM	LT-AF-I			g		6.441e-05	7274	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-093	32-3-093	32-3-093	32-3-093:LP-IRM	LT-IRM			g		1.189e-03	7275	u	300	0	1.0	300
This study	DSDP Site 522	32-3-093	32-3-093	32-3-093	32-3-093:LP-X	LP-X	8.650e-08					7276		300	10e-3	0	300
This study	DSDP Site 522	32-3-096	32-3-096	32-3-096	32-3-096:LP-AF-DIR	LT-AF-Z		221.5	g	66.9	1.588e-06	7277	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-096	32-3-096	32-3-096	32-3-096:LP-ARM	LT-AF-I			g		6.850e-05	7278	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-096	32-3-096	32-3-096	32-3-096:LP-IRM	LT-IRM			g		1.168e-03	7279	u	300	0	1.0	300
This study	DSDP Site 522	32-3-096	32-3-096	32-3-096	32-3-096:LP-X	LP-X	8.679e-08					7280		300	10e-3	0	300
This study	DSDP Site 522	32-3-099	32-3-099	32-3-099	32-3-099:LP-AF-DIR	LT-AF-Z		148.8	g	62.7	2.907e-06	7281	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-099	32-3-099	32-3-099	32-3-099:LP-ARM	LT-AF-I			g		6.570e-05	7282	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-099	32-3-099	32-3-099	32-3-099:LP-IRM	LT-IRM			g		1.155e-03	7283	u	300	0	1.0	300
This study	DSDP Site 522	32-3-099	32-3-099	32-3-099	32-3-099:LP-X	LP-X	8.305e-08					7284		300	10e-3	0	300
This study	DSDP Site 522	32-3-103	32-3-103	32-3-103	32-3-103:LP-AF-DIR	LT-AF-Z		169.3	g	68.2	1.418e-06	7285	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-103	32-3-103	32-3-103	32-3-103:LP-ARM	LT-AF-I			g		6.486e-05	7286	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-103	32-3-103	32-3-103	32-3-103:LP-IRM	LT-IRM			g		1.148e-03	7287	u	300	0	1.0	300
This study	DSDP Site 522	32-3-103	32-3-103	32-3-103	32-3-103:LP-X	LP-X	8.197e-08					7288		300	10e-3	0	300
This study	DSDP Site 522	32-3-106	32-3-106	32-3-106	32-3-106:LP-AF-DIR	LT-AF-Z		156.9	g	58.6	2.380e-06	7289	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-106	32-3-106	32-3-106	32-3-106:LP-ARM	LT-AF-I			g		6.446e-05	7290	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-106	32-3-106	32-3-106	32-3-106:LP-IRM	LT-IRM			g		1.169e-03	7291	u	300	0	1.0	300
This study	DSDP Site 522	32-3-106	32-3-106	32-3-106	32-3-106:LP-X	LP-X	8.554e-08					7292		300	10e-3	0	300
This study	DSDP Site 522	32-3-109	32-3-109	32-3-109	32-3-109:LP-AF-DIR	LT-AF-Z		177.5	g	55.7	2.695e-06	7293	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-109	32-3-109	32-3-109	32-3-109:LP-ARM	LT-AF-I			g		8.211e-05	7294	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-109	32-3-109	32-3-109	32-3-109:LP-IRM	LT-IRM			g		1.472e-03	7295	u	300	0	1.0	300
This study	DSDP Site 522	32-3-109	32-3-109	32-3-109	32-3-109:LP-X	LP-X	1.082e-07					7296		300	10e-3	0	300
This study	DSDP Site 522	32-3-112	32-3-112	32-3-112	32-3-112:LP-AF-DIR	LT-AF-Z		159.7	g	44.6	4.245e-06	7297	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-112	32-3-112	32-3-112	32-3-112:LP-ARM	LT-AF-I			g		9.041e-05	7298	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-112	32-3-112	32-3-112	32-3-112:LP-IRM	LT-IRM			g		1.665e-03	7299	u	300	0	1.0	300
This study	DSDP Site 522	32-3-112	32-3-112	32-3-112	32-3-112:LP-X	LP-X	1.262e-07					7300		300	10e-3	0	300
This study	DSDP Site 522	32-3-115	32-3-115	32-3-115	32-3-115:LP-AF-DIR	LT-AF-Z		174.2	g	59.5	4.525e-06	7301	u	300	15e-3	0	300
This study	DSDP Site 522	32-3-115	32-3-115	32-3-115	32-3-115:LP-ARM	LT-AF-I			g		8.463e-05	7302	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-3-115	32-3-115	32-3-115	32-3-115:LP-IRM	LT-IRM			g		1.608e-03	7303	u	300	0	1.0	300
This study	DSDP Site 522	32-3-115	32-3-115	32-3-115	32-3-115:LP-X	LP-X	1.218e-07					7304		300	10e-3	0	300
This study	DSDP Site 522	32-3-118	32-3-118	32-3-118	32-3-118:LP-AF-DIR	LT-AF-Z		168.9	g	59.5	7.023e-06	7305	u	300	15e-3	0	300
