tab 	pmag_specimens
specimen_description	specimen_correction	er_site_name	er_sample_name	specimen_dec	er_citation_names	specimen_inferred_age_unit	er_location_name	specimen_inferred_age	specimen_inc	er_specimen_name	magic_method_codes	specimen_int_rel
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-095	36-2-095	166.3	This study	Ma	DSDP Site 522	33.9815	58.2	36-2-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003188
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-099	36-2-099	171.7	This study	Ma	DSDP Site 522	33.985	60.5	36-2-099	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001884
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-103	36-2-103	148.5	This study	Ma	DSDP Site 522	33.9886	61.9	36-2-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00337
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-106	36-2-106	86.2	This study	Ma	DSDP Site 522	33.9913	85.6	36-2-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002821
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-109	36-2-109	173.9	This study	Ma	DSDP Site 522	33.994	72.8	36-2-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002508
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-112	36-2-112	234.3	This study	Ma	DSDP Site 522	33.9967	75.2	36-2-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002695
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-115	36-2-115	233.4	This study	Ma	DSDP Site 522	33.9993	66.4	36-2-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002336
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-118	36-2-118	210.7	This study	Ma	DSDP Site 522	34.002	82.9	36-2-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003411
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-121	36-2-121	214.9	This study	Ma	DSDP Site 522	34.0047	65.9	36-2-121	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002394
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-124	36-2-124	257.1	This study	Ma	DSDP Site 522	34.0074	79.5	36-2-124	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002064
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-127	36-2-127	70.8	This study	Ma	DSDP Site 522	34.0101	86	36-2-127	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002215
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-136	36-2-136	192.3	This study	Ma	DSDP Site 522	34.0181	64.1	36-2-136	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002479
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-139	36-2-139	226.3	This study	Ma	DSDP Site 522	34.0208	65.9	36-2-139	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002343
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-142	36-2-142	147.5	This study	Ma	DSDP Site 522	34.0235	63	36-2-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002913
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-145	36-2-145	203.9	This study	Ma	DSDP Site 522	34.0262	72.9	36-2-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002161
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-2-148	36-2-148	197.6	This study	Ma	DSDP Site 522	34.0289	78.5	36-2-148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002812
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-002	36-3-002	147.4	This study	Ma	DSDP Site 522	34.0315	71.7	36-3-002	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003155
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-005	36-3-005	180.9	This study	Ma	DSDP Site 522	34.0342	68.3	36-3-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003617
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-009	36-3-009	202.2	This study	Ma	DSDP Site 522	34.0387	55.6	36-3-009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003691
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-013	36-3-013	164.1	This study	Ma	DSDP Site 522	34.0414	69.1	36-3-013	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004358
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-017	36-3-017	172.3	This study	Ma	DSDP Site 522	34.045	65.8	36-3-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003331
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-021	36-3-021	170.7	This study	Ma	DSDP Site 522	34.0494	58.2	36-3-021	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002933
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-024	36-3-024	176.9	This study	Ma	DSDP Site 522	34.0521	67.4	36-3-024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003127
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-027	36-3-027	185.9	This study	Ma	DSDP Site 522	34.0548	55.8	36-3-027	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00286
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-032	36-3-032	201.4	This study	Ma	DSDP Site 522	34.0584	73.8	36-3-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003148
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-035	36-3-035	136.3	This study	Ma	DSDP Site 522	34.0611	77.6	36-3-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003366
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-039	36-3-039	186.4	This study	Ma	DSDP Site 522	34.0646	51.8	36-3-039	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002414
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-041	36-3-041	205	This study	Ma	DSDP Site 522	34.0673	74.6	36-3-041	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001756
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	36-3-046	36-3-046	185.8	This study	Ma	DSDP Site 522	34.0718	79.1	36-3-046	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002462
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-052	37-3-052	168.2	This study	Ma	DSDP Site 522	34.1219	26.9	37-3-052	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001205
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-059	37-3-059	201.8	This study	Ma	DSDP Site 522	34.1273	26.8	37-3-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002539
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-062	37-3-062	185.5	This study	Ma	DSDP Site 522	34.1308	28.6	37-3-062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00386
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-065	37-3-065	158.5	This study	Ma	DSDP Site 522	34.1335	22.9	37-3-065	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004309
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-068	37-3-068	167.6	This study	Ma	DSDP Site 522	34.1353	34.8	37-3-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00261
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-072	37-3-072	179	This study	Ma	DSDP Site 522	34.1389	40.2	37-3-072	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002524
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-076	37-3-076	151.3	This study	Ma	DSDP Site 522	34.1425	34.1	37-3-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002047
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-078	37-3-078	171.9	This study	Ma	DSDP Site 522	34.1451	37	37-3-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001259
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-081	37-3-081	182.3	This study	Ma	DSDP Site 522	34.1478	-11	37-3-081	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001697
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-084	37-3-084	163.4	This study	Ma	DSDP Site 522	34.1505	24.8	37-3-084	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0008689
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-088	37-3-088	166.3	This study	Ma	DSDP Site 522	34.1541	25.7	37-3-088	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001211
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-093	37-3-093	189.4	This study	Ma	DSDP Site 522	34.1568	-3.2	37-3-093	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0007895
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-097	37-3-097	179.5	This study	Ma	DSDP Site 522	34.1612	24.9	37-3-097	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001718
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-100	37-1-100	186.9	This study	Ma	DSDP Site 522	34.1639	10.3	37-1-100	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001612
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-104	37-1-104	176.8	This study	Ma	DSDP Site 522	34.1675	34.1	37-1-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00181
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-106	37-1-106	175	This study	Ma	DSDP Site 522	34.1702	38.9	37-1-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001974
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-110	37-1-110	173.2	This study	Ma	DSDP Site 522	34.1729	37.4	37-1-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001789
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-112	37-1-112	176.6	This study	Ma	DSDP Site 522	34.1756	42.7	37-1-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001405
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-115	37-1-115	193.6	This study	Ma	DSDP Site 522	34.1782	47.1	37-1-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0016
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-118	37-1-118	193.8	This study	Ma	DSDP Site 522	34.1809	46.4	37-1-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002855
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-120	37-1-120	194.6	This study	Ma	DSDP Site 522	34.1827	47.2	37-1-120	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002895
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-124	37-1-124	197.4	This study	Ma	DSDP Site 522	34.1863	45.9	37-1-124	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0025
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-131	37-1-131	189.5	This study	Ma	DSDP Site 522	34.1917	54.5	37-1-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002724
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-133	37-1-133	186.2	This study	Ma	DSDP Site 522	34.1943	55.5	37-1-133	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00251
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-136	37-1-136	197.5	This study	Ma	DSDP Site 522	34.197	43.1	37-1-136	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00205
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-140	37-1-140	191.1	This study	Ma	DSDP Site 522	34.2006	37.8	37-1-140	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002609
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-147	37-1-147	331	This study	Ma	DSDP Site 522	34.206	49.3	37-1-147	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.007978
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-1-149	37-1-149	171.3	This study	Ma	DSDP Site 522	34.2086	40	37-1-149	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00378
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-018	37-2-018	214	This study	Ma	DSDP Site 522	34.2256	56.9	37-2-018	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00303
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-022	37-2-022	203.5	This study	Ma	DSDP Site 522	34.2292	62.8	37-2-022	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003013
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-025	37-2-025	208.6	This study	Ma	DSDP Site 522	34.2319	59.1	37-2-025	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003365
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-028	37-2-028	197	This study	Ma	DSDP Site 522	34.2346	55.6	37-2-028	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003212
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-032	37-2-032	195.4	This study	Ma	DSDP Site 522	34.2382	63.4	37-2-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003305
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-035	37-2-035	209	This study	Ma	DSDP Site 522	34.2408	63.2	37-2-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003247
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-038	37-2-038	183.2	This study	Ma	DSDP Site 522	34.2435	52.7	37-2-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003838
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-041	37-2-041	183	This study	Ma	DSDP Site 522	34.2462	60.4	37-2-041	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003236
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-043	37-2-043	171.7	This study	Ma	DSDP Site 522	34.248	56.3	37-2-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003236
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-045	37-2-045	183.5	This study	Ma	DSDP Site 522	34.2498	61.2	37-2-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003719
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-048	37-2-048	186.1	This study	Ma	DSDP Site 522	34.2525	63.7	37-2-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003877
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-051	37-2-051	186.8	This study	Ma	DSDP Site 522	34.2552	56	37-2-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003128
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-056	37-2-056	191.1	This study	Ma	DSDP Site 522	34.2596	57.2	37-2-056	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00352
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-059	37-2-059	199.7	This study	Ma	DSDP Site 522	34.2623	61.3	37-2-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004041
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-064	37-2-064	203.6	This study	Ma	DSDP Site 522	34.2668	70.1	37-2-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003249
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-067	37-2-067	188	This study	Ma	DSDP Site 522	34.2695	53.3	37-2-067	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00274
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-070	37-2-070	184.8	This study	Ma	DSDP Site 522	34.2722	43.5	37-2-070	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002016
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-073	37-2-073	180.4	This study	Ma	DSDP Site 522	34.2748	55	37-2-073	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002819
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-076	37-2-076	114.1	This study	Ma	DSDP Site 522	34.2775	64.7	37-2-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002914
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-085	37-2-085	162.9	This study	Ma	DSDP Site 522	34.2856	64.3	37-2-085	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003013
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-089	37-2-089	180.9	This study	Ma	DSDP Site 522	34.2892	60	37-2-089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003617
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-093	37-2-093	179.9	This study	Ma	DSDP Site 522	34.2927	63.8	37-2-093	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004189
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-096	37-2-096	176.5	This study	Ma	DSDP Site 522	34.2954	62.8	37-2-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003322
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-099	37-2-099	175.2	This study	Ma	DSDP Site 522	34.2981	54.1	37-2-099	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004244
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-103	37-2-103	193	This study	Ma	DSDP Site 522	34.3017	46.5	37-2-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003557
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-106	37-2-106	189.5	This study	Ma	DSDP Site 522	34.3044	40.8	37-2-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003031
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-109	37-2-109	187.6	This study	Ma	DSDP Site 522	34.307	41.8	37-2-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003148
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-112	37-2-112	194.6	This study	Ma	DSDP Site 522	34.3097	51.3	37-2-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003864
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-115	37-2-115	176.3	This study	Ma	DSDP Site 522	34.3124	53.2	37-2-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004306
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-119	37-2-119	184.3	This study	Ma	DSDP Site 522	34.316	29	37-2-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004036
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-122	37-2-122	173.1	This study	Ma	DSDP Site 522	34.3187	52.8	37-2-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003673
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-125	37-2-125	192.3	This study	Ma	DSDP Site 522	34.3214	45	37-2-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003383
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-128	37-2-128	179.5	This study	Ma	DSDP Site 522	34.324	27.6	37-2-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002192
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-133	37-2-133	181.8	This study	Ma	DSDP Site 522	34.3285	51.2	37-2-133	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002153
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-135	37-2-135	167	This study	Ma	DSDP Site 522	34.3303	56.2	37-2-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002495
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-138	37-2-138	171.8	This study	Ma	DSDP Site 522	34.333	39.1	37-2-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002405
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-142	37-2-142	178.8	This study	Ma	DSDP Site 522	34.3366	39.6	37-2-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001884
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-144	37-2-144	188.9	This study	Ma	DSDP Site 522	34.3383	63.7	37-2-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00296
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-2-148	37-2-148	179.6	This study	Ma	DSDP Site 522	34.3419	46.3	37-2-148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00306
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-005	37-3-005	141.9	This study	Ma	DSDP Site 522	34.3473	63.1	37-3-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00404
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-008	37-3-008	113.6	This study	Ma	DSDP Site 522	34.35	46.5	37-3-008	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003263
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-012	37-3-012	100.1	This study	Ma	DSDP Site 522	34.3544	67.9	37-3-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003009
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-015	37-3-015	70.8	This study	Ma	DSDP Site 522	34.3571	59.3	37-3-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001286
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-022	37-3-022	268.4	This study	Ma	DSDP Site 522	34.3634	39.6	37-3-022	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001056
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-025	37-3-025	325	This study	Ma	DSDP Site 522	34.3661	39.4	37-3-025	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001682
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-029	37-3-029	183.4	This study	Ma	DSDP Site 522	34.3697	71.9	37-3-029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001162
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-032	37-3-032	278	This study	Ma	DSDP Site 522	34.3723	83.5	37-3-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002049
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-035	37-3-035	66	This study	Ma	DSDP Site 522	34.375	77.5	37-3-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00319
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-040	37-3-040	259.6	This study	Ma	DSDP Site 522	34.3786	71.1	37-3-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002006
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-042	37-3-042	180.8	This study	Ma	DSDP Site 522	34.3813	64.2	37-3-042	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002495
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-046	37-3-046	140.2	This study	Ma	DSDP Site 522	34.3849	66.2	37-3-046	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004472
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-049	37-3-049	141.4	This study	Ma	DSDP Site 522	34.3866	63.8	37-3-049	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003405
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-052	37-3-052	134.2	This study	Ma	DSDP Site 522	34.3893	56	37-3-052	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003424
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-059	37-3-059	174.8	This study	Ma	DSDP Site 522	34.3956	75.6	37-3-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002341
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-062	37-3-062	283.9	This study	Ma	DSDP Site 522	34.3983	58.1	37-3-062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001508
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-065	37-3-065	178.4	This study	Ma	DSDP Site 522	34.401	66.1	37-3-065	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002418
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-067	37-3-067	176.1	This study	Ma	DSDP Site 522	34.4036	55.5	37-3-067	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001368
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-070	37-3-070	159.1	This study	Ma	DSDP Site 522	34.4063	56.8	37-3-070	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002511
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-073	37-3-073	157.2	This study	Ma	DSDP Site 522	34.409	55.6	37-3-073	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001879
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-076	37-3-076	247.2	This study	Ma	DSDP Site 522	34.4108	9.3	37-3-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0009159
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	37-3-078	37-3-078	219.5	This study	Ma	DSDP Site 522	34.4135	62.5	37-3-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001327
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-026	38-1-026	184.8	This study	Ma	DSDP Site 522	34.4564	56	38-1-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002475
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-032	38-1-032	167.7	This study	Ma	DSDP Site 522	34.4618	56.9	38-1-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002611
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-037	38-1-037	172.9	This study	Ma	DSDP Site 522	34.4663	76.8	38-1-037	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00277
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-040	38-1-040	167.6	This study	Ma	DSDP Site 522	34.4689	65.1	38-1-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003164
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-045	38-1-045	189.7	This study	Ma	DSDP Site 522	34.4734	70.7	38-1-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003442
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-048	38-1-048	167	This study	Ma	DSDP Site 522	34.4752	73.8	38-1-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003325
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-051	38-1-051	147.1	This study	Ma	DSDP Site 522	34.4788	59.4	38-1-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002602
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-055	38-1-055	192.6	This study	Ma	DSDP Site 522	34.4815	73.3	38-1-055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003206
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	38-1-058	38-1-058	192.4	This study	Ma	DSDP Site 522	34.4841	61.5	38-1-058	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003067
