tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_mass	meas_temp	measurement	method_codes	quality	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study			34-2-054:LP-ARM	6.96E-05	300	7806	LT-AF-I	g	34-2-054	u		8.00E-02	5.00E-05		300
This study			34-2-054:LP-IRM	1.29E-03	300	7807	LT-IRM	g	34-2-054	u		0	1		300
This study			34-2-054:LP-X		300	7808	LP-X		34-2-054		9.06E-08	1.00E-02	0		300
This study	350.4	-37.3	34-2-058:LP-AF-DIR	3.49E-06	300	7809	LT-AF-Z	g	34-2-058	u		1.50E-02	0		300
This study			34-2-058:LP-ARM	6.58E-05	300	7810	LT-AF-I	g	34-2-058	u		8.00E-02	5.00E-05		300
This study			34-2-058:LP-IRM	1.35E-03	300	7811	LT-IRM	g	34-2-058	u		0	1		300
This study			34-2-058:LP-X		300	7812	LP-X		34-2-058		9.43E-08	1.00E-02	0		300
This study	320.4	-42.6	34-2-061:LP-AF-DIR	2.95E-06	300	7813	LT-AF-Z	g	34-2-061	u		1.50E-02	0		300
This study			34-2-061:LP-ARM	6.82E-05	300	7814	LT-AF-I	g	34-2-061	u		8.00E-02	5.00E-05		300
This study			34-2-061:LP-IRM	1.30E-03	300	7815	LT-IRM	g	34-2-061	u		0	1		300
This study			34-2-061:LP-X		300	7816	LP-X		34-2-061		8.97E-08	1.00E-02	0		300
This study	2.3	-48.5	34-2-064:LP-AF-DIR	2.41E-06	300	7817	LT-AF-Z	g	34-2-064	u		1.50E-02	0		300
This study			34-2-064:LP-ARM	6.57E-05	300	7818	LT-AF-I	g	34-2-064	u		8.00E-02	5.00E-05		300
This study			34-2-064:LP-IRM	1.14E-03	300	7819	LT-IRM	g	34-2-064	u		0	1		300
This study			34-2-064:LP-X		300	7820	LP-X		34-2-064		8.29E-08	1.00E-02	0		300
This study	8	-45.5	34-2-068:LP-AF-DIR	3.07E-06	300	7821	LT-AF-Z	g	34-2-068	u		1.50E-02	0		300
This study			34-2-068:LP-ARM	6.35E-05	300	7822	LT-AF-I	g	34-2-068	u		8.00E-02	5.00E-05		300
This study			34-2-068:LP-IRM	1.09E-03	300	7823	LT-IRM	g	34-2-068	u		0	1		300
This study			34-2-068:LP-X		300	7824	LP-X		34-2-068		7.62E-08	1.00E-02	0		300
This study	0.8	-48.3	34-2-072:LP-AF-DIR	2.66E-06	300	7825	LT-AF-Z	g	34-2-072	u		1.50E-02	0		300
This study			34-2-072:LP-ARM	5.45E-05	300	7826	LT-AF-I	g	34-2-072	u		8.00E-02	5.00E-05		300
This study			34-2-072:LP-IRM	1.16E-03	300	7827	LT-IRM	g	34-2-072	u		0	1		300
This study			34-2-072:LP-X		300	7828	LP-X		34-2-072		8.29E-08	1.00E-02	0		300
This study	15.3	-57.8	34-2-081:LP-AF-DIR	4.90E-06	300	7829	LT-AF-Z	g	34-2-081	u		1.50E-02	0		300
This study			34-2-081:LP-ARM	6.73E-05	300	7830	LT-AF-I	g	34-2-081	u		8.00E-02	5.00E-05		300
This study			34-2-081:LP-IRM	1.29E-03	300	7831	LT-IRM	g	34-2-081	u		0	1		300
This study			34-2-081:LP-X		300	7832	LP-X		34-2-081		8.86E-08	1.00E-02	0		300
This study	3.1	-51.4	34-2-084:LP-AF-DIR	3.96E-06	300	7833	LT-AF-Z	g	34-2-084	u		1.50E-02	0		300
This study			34-2-084:LP-ARM	6.75E-05	300	7834	LT-AF-I	g	34-2-084	u		8.00E-02	5.00E-05		300
This study			34-2-084:LP-IRM	1.28E-03	300	7835	LT-IRM	g	34-2-084	u		0	1		300
This study			34-2-084:LP-X		300	7836	LP-X		34-2-084		8.71E-08	1.00E-02	0		300
This study	2.4	-30.9	34-2-087:LP-AF-DIR	2.53E-06	300	7837	LT-AF-Z	g	34-2-087	u		1.50E-02	0		300
This study			34-2-087:LP-ARM	6.85E-05	300	7838	LT-AF-I	g	34-2-087	u		8.00E-02	5.00E-05		300
This study			34-2-087:LP-IRM	1.32E-03	300	7839	LT-IRM	g	34-2-087	u		0	1		300
This study			34-2-087:LP-X		300	7840	LP-X		34-2-087		9.47E-08	1.00E-02	0		300
This study	18.3	-40.5	34-2-090:LP-AF-DIR	2.39E-06	300	7841	LT-AF-Z	g	34-2-090	u		1.50E-02	0		300
This study			34-2-090:LP-ARM	6.23E-05	300	7842	LT-AF-I	g	34-2-090	u		8.00E-02	5.00E-05		300
This study			34-2-090:LP-IRM	1.18E-03	300	7843	LT-IRM	g	34-2-090	u		0	1		300
This study			34-2-090:LP-X		300	7844	LP-X		34-2-090		8.47E-08	1.00E-02	0		300
This study	6.4	-48.2	34-2-093:LP-AF-DIR	2.80E-06	300	7845	LT-AF-Z	g	34-2-093	u		1.50E-02	0		300
This study			34-2-093:LP-ARM	6.76E-05	300	7846	LT-AF-I	g	34-2-093	u		8.00E-02	5.00E-05		300
This study			34-2-093:LP-IRM	1.21E-03	300	7847	LT-IRM	g	34-2-093	u		0	1		300
This study			34-2-093:LP-X		300	7848	LP-X		34-2-093		8.40E-08	1.00E-02	0		300
This study	6.4	-60.1	34-2-096:LP-AF-DIR	3.41E-06	300	7849	LT-AF-Z	g	34-2-096	u		1.50E-02	0		300
This study			34-2-096:LP-ARM	6.35E-05	300	7850	LT-AF-I	g	34-2-096	u		8.00E-02	5.00E-05		300
This study			34-2-096:LP-IRM	1.12E-03	300	7851	LT-IRM	g	34-2-096	u		0	1		300
This study			34-2-096:LP-X		300	7852	LP-X		34-2-096		7.62E-08	1.00E-02	0		300
This study	8.8	-42.4	34-2-099:LP-AF-DIR	1.23E-06	300	7853	LT-AF-Z	g	34-2-099	u		1.50E-02	0		300
This study			34-2-099:LP-ARM	5.23E-05	300	7854	LT-AF-I	g	34-2-099	u		8.00E-02	5.00E-05		300
This study			34-2-099:LP-IRM	8.95E-04	300	7855	LT-IRM	g	34-2-099	u		0	1		300
This study			34-2-099:LP-X		300	7856	LP-X		34-2-099		5.67E-08	1.00E-02	0		300
This study	37.5	-59.9	34-2-102:LP-AF-DIR	1.62E-06	300	7857	LT-AF-Z	g	34-2-102	u		1.50E-02	0		300
This study			34-2-102:LP-ARM	5.37E-05	300	7858	LT-AF-I	g	34-2-102	u		8.00E-02	5.00E-05		300
This study			34-2-102:LP-IRM	8.84E-04	300	7859	LT-IRM	g	34-2-102	u		0	1		300
This study			34-2-102:LP-X		300	7860	LP-X		34-2-102		5.95E-08	1.00E-02	0		300
This study	34.8	-46.3	34-2-105:LP-AF-DIR	7.60E-07	300	7861	LT-AF-Z	g	34-2-105	u		1.50E-02	0		300
This study			34-2-105:LP-ARM	4.95E-05	300	7862	LT-AF-I	g	34-2-105	u		8.00E-02	5.00E-05		300
This study			34-2-105:LP-IRM	8.82E-04	300	7863	LT-IRM	g	34-2-105	u		0	1		300
This study			34-2-105:LP-X		300	7864	LP-X		34-2-105		6.07E-08	1.00E-02	0		300
This study	10.3	-60.7	34-2-108:LP-AF-DIR	4.07E-06	300	7865	LT-AF-Z	g	34-2-108	u		1.50E-02	0		300
This study			34-2-108:LP-ARM	5.46E-05	300	7866	LT-AF-I	g	34-2-108	u		8.00E-02	5.00E-05		300
This study			34-2-108:LP-IRM	1.02E-03	300	7867	LT-IRM	g	34-2-108	u		0	1		300
This study			34-2-108:LP-X		300	7868	LP-X		34-2-108		7.11E-08	1.00E-02	0		300
This study	29.7	-34.2	34-2-111:LP-AF-DIR	1.50E-06	300	7869	LT-AF-Z	g	34-2-111	u		1.50E-02	0		300
This study			34-2-111:LP-ARM	5.59E-05	300	7870	LT-AF-I	g	34-2-111	u		8.00E-02	5.00E-05		300
This study			34-2-111:LP-IRM	1.02E-03	300	7871	LT-IRM	g	34-2-111	u		0	1		300
This study			34-2-111:LP-X		300	7872	LP-X		34-2-111		7.08E-08	1.00E-02	0		300
This study	3.6	-54.8	34-2-114:LP-AF-DIR	2.12E-06	300	7873	LT-AF-Z	g	34-2-114	u		1.50E-02	0		300
This study			34-2-114:LP-ARM	4.89E-05	300	7874	LT-AF-I	g	34-2-114	u		8.00E-02	5.00E-05		300
This study			34-2-114:LP-IRM	8.81E-04	300	7875	LT-IRM	g	34-2-114	u		0	1		300
This study			34-2-114:LP-X		300	7876	LP-X		34-2-114		7.06E-08	1.00E-02	0		300
This study	13.1	-59.1	34-2-117:LP-AF-DIR	3.46E-06	300	7877	LT-AF-Z	g	34-2-117	u		1.50E-02	0		300
This study			34-2-117:LP-ARM	5.75E-05	300	7878	LT-AF-I	g	34-2-117	u		8.00E-02	5.00E-05		300
This study			34-2-117:LP-IRM	1.07E-03	300	7879	LT-IRM	g	34-2-117	u		0	1		300
This study			34-2-117:LP-X		300	7880	LP-X		34-2-117		7.49E-08	1.00E-02	0		300
This study	17.7	-64	34-2-120:LP-AF-DIR	3.79E-06	300	7881	LT-AF-Z	g	34-2-120	u		1.50E-02	0		300
This study			34-2-120:LP-ARM	6.53E-05	300	7882	LT-AF-I	g	34-2-120	u		8.00E-02	5.00E-05		300
This study			34-2-120:LP-IRM	1.25E-03	300	7883	LT-IRM	g	34-2-120	u		0	1		300
This study			34-2-120:LP-X		300	7884	LP-X		34-2-120		8.84E-08	1.00E-02	0		300
This study	20	-53.3	34-2-123:LP-AF-DIR	2.02E-06	300	7885	LT-AF-Z	g	34-2-123	u		1.50E-02	0		300
This study			34-2-123:LP-ARM	7.29E-05	300	7886	LT-AF-I	g	34-2-123	u		8.00E-02	5.00E-05		300
This study			34-2-123:LP-IRM	1.30E-03	300	7887	LT-IRM	g	34-2-123	u		0	1		300
This study			34-2-123:LP-X		300	7888	LP-X		34-2-123		9.33E-08	1.00E-02	0		300
This study	38	-58.1	34-2-126:LP-AF-DIR	2.78E-06	300	7889	LT-AF-Z	g	34-2-126	u		1.50E-02	0		300
This study			34-2-126:LP-ARM	7.02E-05	300	7890	LT-AF-I	g	34-2-126	u		8.00E-02	5.00E-05		300
This study			34-2-126:LP-IRM	1.20E-03	300	7891	LT-IRM	g	34-2-126	u		0	1		300
This study			34-2-126:LP-X		300	7892	LP-X		34-2-126		8.34E-08	1.00E-02	0		300
This study	9.9	-51.9	34-2-129:LP-AF-DIR	1.58E-06	300	7893	LT-AF-Z	g	34-2-129	u		1.50E-02	0		300
This study			34-2-129:LP-ARM	6.66E-05	300	7894	LT-AF-I	g	34-2-129	u		8.00E-02	5.00E-05		300
This study			34-2-129:LP-IRM	1.17E-03	300	7895	LT-IRM	g	34-2-129	u		0	1		300
This study			34-2-129:LP-X		300	7896	LP-X		34-2-129		8.03E-08	1.00E-02	0		300
This study	14.3	-45.1	34-2-132:LP-AF-DIR	2.06E-06	300	7897	LT-AF-Z	g	34-2-132	u		1.50E-02	0		300
This study			34-2-132:LP-ARM	5.76E-05	300	7898	LT-AF-I	g	34-2-132	u		8.00E-02	5.00E-05		300
This study			34-2-132:LP-IRM	1.07E-03	300	7899	LT-IRM	g	34-2-132	u		0	1		300
This study			34-2-132:LP-X		300	7900	LP-X		34-2-132		7.30E-08	1.00E-02	0		300
This study	350.1	-51.6	34-2-135:LP-AF-DIR	2.12E-06	300	7901	LT-AF-Z	g	34-2-135	u		1.50E-02	0		300
This study			34-2-135:LP-ARM	6.13E-05	300	7902	LT-AF-I	g	34-2-135	u		8.00E-02	5.00E-05		300
This study			34-2-135:LP-IRM	1.11E-03	300	7903	LT-IRM	g	34-2-135	u		0	1		300
This study			34-2-135:LP-X		300	7904	LP-X		34-2-135		8.05E-08	1.00E-02	0		300
This study	10.3	-52.9	34-2-138:LP-AF-DIR	2.87E-06	300	7905	LT-AF-Z	g	34-2-138	u		1.50E-02	0		300
This study			34-2-138:LP-ARM	6.47E-05	300	7906	LT-AF-I	g	34-2-138	u		8.00E-02	5.00E-05		300
This study			34-2-138:LP-IRM	1.11E-03	300	7907	LT-IRM	g	34-2-138	u		0	1		300
This study			34-2-138:LP-X		300	7908	LP-X		34-2-138		8.02E-08	1.00E-02	0		300
This study	346.2	-53	34-2-142:LP-AF-DIR	2.98E-06	300	7909	LT-AF-Z	g	34-2-142	u		1.50E-02	0		300
This study			34-2-142:LP-ARM	6.46E-05	300	7910	LT-AF-I	g	34-2-142	u		8.00E-02	5.00E-05		300
This study			34-2-142:LP-IRM	1.18E-03	300	7911	LT-IRM	g	34-2-142	u		0	1		300
This study			34-2-142:LP-X		300	7912	LP-X		34-2-142		8.60E-08	1.00E-02	0		300
This study	339.1	-50.1	34-2-145:LP-AF-DIR	3.21E-06	300	7913	LT-AF-Z	g	34-2-145	u		1.50E-02	0		300
This study			34-2-145:LP-ARM	6.59E-05	300	7914	LT-AF-I	g	34-2-145	u		8.00E-02	5.00E-05		300
This study			34-2-145:LP-IRM	1.18E-03	300	7915	LT-IRM	g	34-2-145	u		0	1		300
This study			34-2-145:LP-X		300	7916	LP-X		34-2-145		8.44E-08	1.00E-02	0		300
This study	312.5	-37.4	34-2-149:LP-AF-DIR	2.34E-06	300	7917	LT-AF-Z	g	34-2-149	u		1.50E-02	0		300
This study			34-2-149:LP-ARM	6.07E-05	300	7918	LT-AF-I	g	34-2-149	u		8.00E-02	5.00E-05		300
This study			34-2-149:LP-IRM	1.14E-03	300	7919	LT-IRM	g	34-2-149	u		0	1		300
This study			34-2-149:LP-X		300	7920	LP-X		34-2-149		8.05E-08	1.00E-02	0		300
This study	0.7	-46	34-3-006:LP-AF-DIR	3.52E-06	300	7921	LT-AF-Z	g	34-3-006	u		1.50E-02	0		300
This study			34-3-006:LP-ARM	6.71E-05	300	7922	LT-AF-I	g	34-3-006	u		8.00E-02	5.00E-05		300
This study			34-3-006:LP-IRM	1.17E-03	300	7923	LT-IRM	g	34-3-006	u		0	1		300
This study			34-3-006:LP-X		300	7924	LP-X		34-3-006		8.32E-08	1.00E-02	0		300
This study	17.7	-55.1	34-3-009:LP-AF-DIR	4.72E-06	300	7925	LT-AF-Z	g	34-3-009	u		1.50E-02	0		300
This study			34-3-009:LP-ARM	6.95E-05	300	7926	LT-AF-I	g	34-3-009	u		8.00E-02	5.00E-05		300
This study			34-3-009:LP-IRM	1.33E-03	300	7927	LT-IRM	g	34-3-009	u		0	1		300
This study			34-3-009:LP-X		300	7928	LP-X		34-3-009		9.93E-08	1.00E-02	0		300
This study	29.5	-45.8	34-3-012:LP-AF-DIR	4.54E-06	300	7929	LT-AF-Z	g	34-3-012	u		1.50E-02	0		300
This study			34-3-012:LP-ARM	7.41E-05	300	7930	LT-AF-I	g	34-3-012	u		8.00E-02	5.00E-05		300
This study			34-3-012:LP-IRM	1.41E-03	300	7931	LT-IRM	g	34-3-012	u		0	1		300
This study			34-3-012:LP-X		300	7932	LP-X		34-3-012		1.05E-07	1.00E-02	0		300
This study	18.7	-59.6	34-3-015:LP-AF-DIR	4.36E-06	300	7933	LT-AF-Z	g	34-3-015	u		1.50E-02	0		300
This study			34-3-015:LP-ARM	7.54E-05	300	7934	LT-AF-I	g	34-3-015	u		8.00E-02	5.00E-05		300
This study			34-3-015:LP-IRM	1.53E-03	300	7935	LT-IRM	g	34-3-015	u		0	1		300
This study			34-3-015:LP-X		300	7936	LP-X		34-3-015		1.09E-07	1.00E-02	0		300
This study	25.3	-43.4	34-3-018:LP-AF-DIR	4.42E-06	300	7937	LT-AF-Z	g	34-3-018	u		1.50E-02	0		300
This study			34-3-018:LP-ARM	7.30E-05	300	7938	LT-AF-I	g	34-3-018	u		8.00E-02	5.00E-05		300
This study			34-3-018:LP-IRM	1.36E-03	300	7939	LT-IRM	g	34-3-018	u		0	1		300
This study			34-3-018:LP-X		300	7940	LP-X		34-3-018		9.79E-08	1.00E-02	0		300
This study	7.4	-52.1	34-3-022:LP-AF-DIR	2.16E-06	300	7941	LT-AF-Z	g	34-3-022	u		1.50E-02	0		300
This study			34-3-022:LP-ARM	6.11E-05	300	7942	LT-AF-I	g	34-3-022	u		8.00E-02	5.00E-05		300
This study			34-3-022:LP-IRM	1.06E-03	300	7943	LT-IRM	g	34-3-022	u		0	1		300
This study			34-3-022:LP-X		300	7944	LP-X		34-3-022		7.06E-08	1.00E-02	0		300
This study	27.3	-27.3	34-3-025:LP-AF-DIR	1.63E-06	300	7945	LT-AF-Z	g	34-3-025	u		1.50E-02	0		300
This study			34-3-025:LP-ARM	5.49E-05	300	7946	LT-AF-I	g	34-3-025	u		8.00E-02	5.00E-05		300
This study			34-3-025:LP-IRM	9.62E-04	300	7947	LT-IRM	g	34-3-025	u		0	1		300
This study			34-3-025:LP-X		300	7948	LP-X		34-3-025		6.91E-08	1.00E-02	0		300
This study	16.1	-31.9	34-3-028:LP-AF-DIR	1.35E-06	300	7949	LT-AF-Z	g	34-3-028	u		1.50E-02	0		300
This study			34-3-028:LP-ARM	4.94E-05	300	7950	LT-AF-I	g	34-3-028	u		8.00E-02	5.00E-05		300
This study			34-3-028:LP-IRM	8.82E-04	300	7951	LT-IRM	g	34-3-028	u		0	1		300
This study			34-3-028:LP-X		300	7952	LP-X		34-3-028		6.52E-08	1.00E-02	0		300
This study	11.7	-48.6	34-3-032:LP-AF-DIR	2.78E-06	300	7953	LT-AF-Z	g	34-3-032	u		1.50E-02	0		300
This study			34-3-032:LP-ARM	4.93E-05	300	7954	LT-AF-I	g	34-3-032	u		8.00E-02	5.00E-05		300
This study			34-3-032:LP-IRM	8.98E-04	300	7955	LT-IRM	g	34-3-032	u		0	1		300
This study			34-3-032:LP-X		300	7956	LP-X		34-3-032		6.26E-08	1.00E-02	0		300
This study	7.4	-48.3	34-3-035:LP-AF-DIR	2.75E-06	300	7957	LT-AF-Z	g	34-3-035	u		1.50E-02	0		300
This study			34-3-035:LP-ARM	5.65E-05	300	7958	LT-AF-I	g	34-3-035	u		8.00E-02	5.00E-05		300
This study			34-3-035:LP-IRM	1.03E-03	300	7959	LT-IRM	g	34-3-035	u		0	1		300
This study			34-3-035:LP-X		300	7960	LP-X		34-3-035		7.84E-08	1.00E-02	0		300
This study	355.7	-45.8	34-3-038:LP-AF-DIR	1.90E-06	300	7961	LT-AF-Z	g	34-3-038	u		1.50E-02	0		300
This study			34-3-038:LP-ARM	6.81E-05	300	7962	LT-AF-I	g	34-3-038	u		8.00E-02	5.00E-05		300
This study			34-3-038:LP-IRM	1.23E-03	300	7963	LT-IRM	g	34-3-038	u		0	1		300
This study			34-3-038:LP-X		300	7964	LP-X		34-3-038		9.10E-08	1.00E-02	0		300
This study	347.6	-56.8	34-3-040:LP-AF-DIR	2.49E-06	300	7965	LT-AF-Z	g	34-3-040	u		1.50E-02	0		300
This study			34-3-040:LP-ARM	7.02E-05	300	7966	LT-AF-I	g	34-3-040	u		8.00E-02	5.00E-05		300
This study			34-3-040:LP-IRM	1.29E-03	300	7967	LT-IRM	g	34-3-040	u		0	1		300
This study			34-3-040:LP-X		300	7968	LP-X		34-3-040		9.50E-08	1.00E-02	0		300
This study	14.3	-68.1	34-3-044:LP-AF-DIR	3.47E-06	300	7969	LT-AF-Z	g	34-3-044	u		1.50E-02	0		300
This study			34-3-044:LP-ARM	6.07E-05	300	7970	LT-AF-I	g	34-3-044	u		8.00E-02	5.00E-05		300
This study			34-3-044:LP-IRM	1.16E-03	300	7971	LT-IRM	g	34-3-044	u		0	1		300
This study			34-3-044:LP-X		300	7972	LP-X		34-3-044		8.21E-08	1.00E-02	0		300
This study	348	-46.7	34-3-047:LP-AF-DIR	1.62E-06	300	7973	LT-AF-Z	g	34-3-047	u		1.50E-02	0		300
This study			34-3-047:LP-ARM	4.97E-05	300	7974	LT-AF-I	g	34-3-047	u		8.00E-02	5.00E-05		300
This study			34-3-047:LP-IRM	8.64E-04	300	7975	LT-IRM	g	34-3-047	u		0	1		300
This study			34-3-047:LP-X		300	7976	LP-X		34-3-047		6.25E-08	1.00E-02	0		300
This study	340.5	49.6	34-3-051:LP-AF-DIR	6.35E-07	300	7977	LT-AF-Z	g	34-3-051	u		1.50E-02	0		300
This study			34-3-051:LP-ARM	4.82E-05	300	7978	LT-AF-I	g	34-3-051	u		8.00E-02	5.00E-05		300
This study			34-3-051:LP-IRM	7.84E-04	300	7979	LT-IRM	g	34-3-051	u		0	1		300
This study			34-3-051:LP-X		300	7980	LP-X		34-3-051		5.38E-08	1.00E-02	0		300
This study	345.2	-15.6	34-3-053:LP-AF-DIR	1.67E-06	300	7981	LT-AF-Z	g	34-3-053	u		1.50E-02	0		300
This study			34-3-053:LP-ARM	5.26E-05	300	7982	LT-AF-I	g	34-3-053	u		8.00E-02	5.00E-05		300
This study			34-3-053:LP-IRM	8.33E-04	300	7983	LT-IRM	g	34-3-053	u		0	1		300
This study			34-3-053:LP-X		300	7984	LP-X		34-3-053		5.70E-08	1.00E-02	0		300
This study	329.6	4.6	34-3-056:LP-AF-DIR	1.61E-06	300	7985	LT-AF-Z	g	34-3-056	u		1.50E-02	0		300
This study			34-3-056:LP-ARM	6.92E-05	300	7986	LT-AF-I	g	34-3-056	u		8.00E-02	5.00E-05		300
This study			34-3-056:LP-IRM	1.10E-03	300	7987	LT-IRM	g	34-3-056	u		0	1		300
This study			34-3-056:LP-X		300	7988	LP-X		34-3-056		7.64E-08	1.00E-02	0		300
This study	358.5	-59.7	34-3-059:LP-AF-DIR	1.49E-06	300	7989	LT-AF-Z	g	34-3-059	u		1.50E-02	0		300
This study			34-3-059:LP-ARM	6.06E-05	300	7990	LT-AF-I	g	34-3-059	u		8.00E-02	5.00E-05		300
This study			34-3-059:LP-IRM	1.03E-03	300	7991	LT-IRM	g	34-3-059	u		0	1		300
This study			34-3-059:LP-X		300	7992	LP-X		34-3-059		1.16E-07	1.00E-02	0		300
This study	338.7	-16.7	34-3-062:LP-AF-DIR	2.72E-06	300	7993	LT-AF-Z	g	34-3-062	u		1.50E-02	0		300
This study			34-3-062:LP-ARM	6.94E-05	300	7994	LT-AF-I	g	34-3-062	u		8.00E-02	5.00E-05		300
This study			34-3-062:LP-IRM	1.21E-03	300	7995	LT-IRM	g	34-3-062	u		0	1		300
This study			34-3-062:LP-X		300	7996	LP-X		34-3-062		8.59E-08	1.00E-02	0		300
This study	327.2	-33.6	34-3-065:LP-AF-DIR	2.90E-06	300	7997	LT-AF-Z	g	34-3-065	u		1.50E-02	0		300
This study			34-3-065:LP-ARM	6.27E-05	300	7998	LT-AF-I	g	34-3-065	u		8.00E-02	5.00E-05		300
This study			34-3-065:LP-IRM	1.08E-03	300	7999	LT-IRM	g	34-3-065	u		0	1		300
This study			34-3-065:LP-X		300	8000	LP-X		34-3-065		7.59E-08	1.00E-02	0		300
This study	3.6	-40.8	34-3-068:LP-AF-DIR	2.73E-06	300	8001	LT-AF-Z	g	34-3-068	u		1.50E-02	0		300
This study			34-3-068:LP-ARM	5.57E-05	300	8002	LT-AF-I	g	34-3-068	u		8.00E-02	5.00E-05		300
This study			34-3-068:LP-IRM	9.97E-04	300	8003	LT-IRM	g	34-3-068	u		0	1		300
This study			34-3-068:LP-X		300	8004	LP-X		34-3-068		7.00E-08	1.00E-02	0		300
This study	2.4	-39.4	34-3-071:LP-AF-DIR	1.61E-06	300	8005	LT-AF-Z	g	34-3-071	u		1.50E-02	0		300
This study			34-3-071:LP-ARM	5.20E-05	300	8006	LT-AF-I	g	34-3-071	u		8.00E-02	5.00E-05		300
This study			34-3-071:LP-IRM	9.05E-04	300	8007	LT-IRM	g	34-3-071	u		0	1		300
This study			34-3-071:LP-X		300	8008	LP-X		34-3-071		6.33E-08	1.00E-02	0		300
This study	348.3	-49.9	34-3-077:LP-AF-DIR	2.66E-06	300	8009	LT-AF-Z	g	34-3-077	u		1.50E-02	0		300
This study			34-3-077:LP-ARM	4.70E-05	300	8010	LT-AF-I	g	34-3-077	u		8.00E-02	5.00E-05		300
This study			34-3-077:LP-IRM	8.48E-04	300	8011	LT-IRM	g	34-3-077	u		0	1		300
This study			34-3-077:LP-X		300	8012	LP-X		34-3-077		6.09E-08	1.00E-02	0		300
This study	340.6	-31.4	34-3-084:LP-AF-DIR	1.62E-06	300	8013	LT-AF-Z	g	34-3-084	u		1.50E-02	0		300
This study			34-3-084:LP-ARM	5.00E-05	300	8014	LT-AF-I	g	34-3-084	u		8.00E-02	5.00E-05		300
This study			34-3-084:LP-IRM	8.59E-04	300	8015	LT-IRM	g	34-3-084	u		0	1		300
This study			34-3-084:LP-X		300	8016	LP-X		34-3-084		6.12E-08	1.00E-02	0		300
This study	336.8	-24.3	34-3-087:LP-AF-DIR	1.51E-06	300	8017	LT-AF-Z	g	34-3-087	u		1.50E-02	0		300
This study			34-3-087:LP-ARM	4.89E-05	300	8018	LT-AF-I	g	34-3-087	u		8.00E-02	5.00E-05		300
This study			34-3-087:LP-IRM	8.08E-04	300	8019	LT-IRM	g	34-3-087	u		0	1		300
This study			34-3-087:LP-X		300	8020	LP-X		34-3-087		1.21E-07	1.00E-02	0		300
This study	0.7	-42.8	34-3-090:LP-AF-DIR	1.39E-06	300	8021	LT-AF-Z	g	34-3-090	u		1.50E-02	0		300
This study			34-3-090:LP-ARM	4.61E-05	300	8022	LT-AF-I	g	34-3-090	u		8.00E-02	5.00E-05		300
This study			34-3-090:LP-IRM	7.75E-04	300	8023	LT-IRM	g	34-3-090	u		0	1		300
This study			34-3-090:LP-X		300	8024	LP-X		34-3-090		5.31E-08	1.00E-02	0		300
This study	2.2	-20.6	34-3-095:LP-AF-DIR	2.02E-06	300	8025	LT-AF-Z	g	34-3-095	u		1.50E-02	0		300
This study			34-3-095:LP-ARM	5.85E-05	300	8026	LT-AF-I	g	34-3-095	u		8.00E-02	5.00E-05		300
This study			34-3-095:LP-IRM	9.20E-04	300	8027	LT-IRM	g	34-3-095	u		0	1		300
This study			34-3-095:LP-X		300	8028	LP-X		34-3-095		7.18E-08	1.00E-02	0		300
This study	174.8	11.5	35-1-035:LP-AF-DIR	1.19E-06	300	8029	LT-AF-Z	g	35-1-035	u		1.50E-02	0		300
This study			35-1-035:LP-ARM	6.66E-05	300	8030	LT-AF-I	g	35-1-035	u		8.00E-02	5.00E-05		300
This study			35-1-035:LP-IRM	1.25E-03	300	8031	LT-IRM	g	35-1-035	u		0	1		300
This study			35-1-035:LP-X		300	8032	LP-X		35-1-035		9.62E-08	1.00E-02	0		300
This study	179.4	11.5	35-1-038:LP-AF-DIR	1.03E-06	300	8033	LT-AF-Z	g	35-1-038	u		1.50E-02	0		300
This study			35-1-038:LP-ARM	6.16E-05	300	8034	LT-AF-I	g	35-1-038	u		8.00E-02	5.00E-05		300
This study			35-1-038:LP-IRM	1.14E-03	300	8035	LT-IRM	g	35-1-038	u		0	1		300
This study			35-1-038:LP-X		300	8036	LP-X		35-1-038		8.74E-08	1.00E-02	0		300
This study	198.4	28.3	35-1-043:LP-AF-DIR	2.20E-06	300	8037	LT-AF-Z	g	35-1-043	u		1.50E-02	0		300
This study			35-1-043:LP-ARM	6.49E-05	300	8038	LT-AF-I	g	35-1-043	u		8.00E-02	5.00E-05		300
This study			35-1-043:LP-IRM	1.16E-03	300	8039	LT-IRM	g	35-1-043	u		0	1		300
This study			35-1-043:LP-X		300	8040	LP-X		35-1-043		8.90E-08	1.00E-02	0		300
This study	191.6	19.5	35-1-047:LP-AF-DIR	2.34E-06	300	8041	LT-AF-Z	g	35-1-047	u		1.50E-02	0		300
This study			35-1-047:LP-ARM	6.90E-05	300	8042	LT-AF-I	g	35-1-047	u		8.00E-02	5.00E-05		300
This study			35-1-047:LP-IRM	1.25E-03	300	8043	LT-IRM	g	35-1-047	u		0	1		300
This study			35-1-047:LP-X		300	8044	LP-X		35-1-047		9.18E-08	1.00E-02	0		300
This study	197	30.9	35-1-050:LP-AF-DIR	3.16E-06	300	8045	LT-AF-Z	g	35-1-050	u		1.50E-02	0		300
This study			35-1-050:LP-ARM	7.01E-05	300	8046	LT-AF-I	g	35-1-050	u		8.00E-02	5.00E-05		300
