tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_n	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	magic_method_codes	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
	2.191869	2.301800	0.616607	6.000000	0.334364:0.346868:0.318769:-0.009356:-0.002125:0.003406		0.010496					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d12			4.13e-05	0.03	c	0.91	0.94	0.30	0.97	0.73	0.78	0.89	2.86	11	6	24.14	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d12
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgj04e		mgj04e01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgj04e		mgj04e02
26.02	4.307283	1.541517	4.039270	6.000000	0.339007:0.302579:0.358413:-0.020586:-0.015221:0.008227	6.000000	0.016839	ATRM				This study	Critical F: 3.1059									mgj06a01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06a		mgj06a01
	4.307283	1.541517	4.039270	6.000000	0.339007:0.302579:0.358413:-0.020586:-0.015221:0.008227		0.016839					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a01			4.64e-05	0.03	c	0.95	0.90	1.96	0.48	0.90	0.87	0.84	3.91	10	4	23.63	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	273	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a		mgj06a01
38.59	13.566383	8.498460	8.459364	6.000000	0.361622:0.296110:0.342268:-0.036447:-0.015616:0.016238	6.000000	0.013231	ATRM				This study	Critical F: 3.1059									mgj06a02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06a		mgj06a02
	13.566383	8.498460	8.459364	6.000000	0.361622:0.296110:0.342268:-0.036447:-0.015616:0.016238		0.013231					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a02			5.39e-05	0.02	c	0.70	0.90	0.98	0.48	0.86	0.85	0.83	2.60	10	5	30.98	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	523	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a		mgj06a02
25.72	3.268705	5.342638	0.090546	6.000000	0.309891:0.305134:0.384975:-0.004698:0.004825:-0.006574	6.000000	0.022641	ATRM				This study	Critical F: 3.1059									mgj06a03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06a		mgj06a03
	3.268705	5.342638	0.090546	6.000000	0.309891:0.305134:0.384975:-0.004698:0.004825:-0.006574		0.022641					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a03			4.39e-05	0.03	c	1.00	0.90	1.50	1.03	0.94	0.91	0.84	3.97	11	4	29.60	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a		mgj06a03
23.31	5.167822	8.056554	0.240682	6.000000	0.312855:0.314297:0.372848:-0.005181:0.002231:-0.011318	6.000000	0.014357	ATRM				This study	Critical F: 3.1059									mgj06a04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06a		mgj06a04
	5.167822	8.056554	0.240682	6.000000	0.312855:0.314297:0.372848:-0.005181:0.002231:-0.011318		0.014357					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a04			4.45e-05	0.02	c	1.00	0.90	1.77	1.89	0.97	0.91	0.86	4.56	12	5	53.09	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a		mgj06a04
16.03	21.598409	27.732380	3.258515	6.000000	0.315880:0.308055:0.376064:0.010096:-0.003375:0.019811	6.000000	0.008368	ATRM				This study	Critical F: 3.1059									mgj06b01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06b		mgj06b01
	21.598409	27.732380	3.258515	6.000000	0.315880:0.308055:0.376064:0.010096:-0.003375:0.019811		0.008368					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06b01			4.28e-05	0.04	c	0.99	0.93	0.77	0.32	0.73	0.83	0.81	1.81	7	4	15.53	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	523	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06b		mgj06b01
23.05	12.732751	3.305914	13.811003	6.000000	0.332749:0.304918:0.362332:-0.035754:-0.031259:-0.000174	6.000000	0.013911	ATRM				This study	Critical F: 3.1059									mgj06b02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06b		mgj06b02
	12.732751	3.305914	13.811003	6.000000	0.332749:0.304918:0.362332:-0.035754:-0.031259:-0.000174		0.013911					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06b02			4.63e-05	0.04	c	0.92	0.94	0.66	0.06	0.76	0.84	0.82	1.78	8	4	15.69	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	473	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06b		mgj06b02
20.42	25.325366	30.168677	5.015318	6.000000	0.319578:0.311422:0.369000:0.007981:-0.004580:0.005422	6.000000	0.005854	ATRM				This study	Critical F: 3.1059									mgj06b03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06b		mgj06b03
	25.325366	30.168677	5.015318	6.000000	0.319578:0.311422:0.369000:0.007981:-0.004580:0.005422		0.005854					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06b03			4.20e-05	0.04	c	1.00	0.96	0.22	2.45	0.75	0.85	0.82	0.90	8	4	16.10	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	523	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06b		mgj06b03
20.98	17.347087	15.841094	6.521156	6.000000	0.328438:0.300413:0.371149:-0.005270:0.003290:0.008667	6.000000	0.007985	ATRM				This study	Critical F: 3.1059									mgj06b04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06b		mgj06b04
4.56	4.253353	1.478836	4.049218	6.000000	0.357816:0.341604:0.300580:0.008396:-0.004268:-0.000892	6.000000	0.013436	ATRM				This study	Critical F: 3.1059									mgj06c01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06c		mgj06c01
	4.253353	1.478836	4.049218	6.000000	0.357816:0.341604:0.300580:0.008396:-0.004268:-0.000892		0.013436					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c01			4.72e-05	0.02	c	0.89	0.95	0.56	0.24	0.62	0.76	0.87	3.92	9	5	24.21	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c		mgj06c01
3.96	10.754334	3.019661	11.302002	6.000000	0.345562:0.324656:0.329782:0.015764:-0.011918:0.016233	6.000000	0.007582	ATRM				This study	Critical F: 3.1059									mgj06c02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06c		mgj06c02
	10.754334	3.019661	11.302002	6.000000	0.345562:0.324656:0.329782:0.015764:-0.011918:0.016233		0.007582					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c02			4.84e-05	0.03	c	0.93	0.94	0.60	3.89	0.75	0.80	0.89	2.67	12	6	20.22	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c		mgj06c02
3.98	16.638276	5.277761	16.567603	6.000000	0.318292:0.345752:0.335956:0.012190:-0.014006:0.010593	6.000000	0.005593	ATRM				This study	Critical F: 3.1059									mgj06c03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06c		mgj06c03
	16.638276	5.277761	16.567603	6.000000	0.318292:0.345752:0.335956:0.012190:-0.014006:0.010593		0.005593					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c03			4.30e-05	0.05	c	0.97	0.93	0.98	2.86	0.85	0.96	0.91	4.49	13	6	14.57	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c		mgj06c03
1.55	10.241665	14.119992	1.115212	6.000000	0.332291:0.324088:0.343621:0.007556:0.003317:0.021493	6.000000	0.006994	ATRM				This study	Critical F: 3.1059									mgj06c04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06c		mgj06c04
	10.241665	14.119992	1.115212	6.000000	0.332291:0.324088:0.343621:0.007556:0.003317:0.021493		0.006994					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c04			4.29e-05	0.05	c	0.97	0.96	0.66	0.94	0.84	0.88	0.90	4.77	11	5	14.46	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c		mgj06c04
4.13	16.095034	5.707011	15.167635	6.000000	0.337797:0.325365:0.336837:0.002227:0.029387:-0.003941	6.000000	0.006806	ATRM				This study	Critical F: 3.1059									mgj06d01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06d		mgj06d01
	16.095034	5.707011	15.167635	6.000000	0.337797:0.325365:0.336837:0.002227:0.029387:-0.003941		0.006806					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d01			4.43e-05	0.02	c	0.98	0.89	0.86	3.80	0.78	0.81	0.89	2.46	11	5	37.97	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d		mgj06d01
3.71	27.612171	0.171404	48.711882	6.000000	0.330106:0.319461:0.350433:-0.031324:0.009911:0.007606	6.000000	0.006334	ATRM				This study	Critical F: 3.1059									mgj06d02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06d		mgj06d02
	27.612171	0.171404	48.711882	6.000000	0.330106:0.319461:0.350433:-0.031324:0.009911:0.007606		0.006334					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d02			4.16e-05	0.03	c	1.04	0.89	2.18	2.50	0.91	0.91	0.91	3.98	14	6	23.82	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d		mgj06d02
6.98	8.457327	0.992595	11.488062	6.000000	0.321638:0.348977:0.329385:-0.008704:0.000319:-0.021597	6.000000	0.008371	ATRM				This study	Critical F: 3.1059									mgj06d03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06d		mgj06d03
	8.457327	0.992595	11.488062	6.000000	0.321638:0.348977:0.329385:-0.008704:0.000319:-0.021597		0.008371					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d03			4.36e-05	0.02	c	1.00	0.90	1.02	3.66	0.90	0.88	0.90	3.07	12	5	47.53	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d		mgj06d03
5.50	12.006892	1.105847	17.063309	6.000000	0.347301:0.291053:0.361645:-0.016719:-0.003551:-0.007420	6.000000	0.010765	ATRM				This study	Critical F: 3.1059									mgj06d04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj06d		mgj06d04
	12.006892	1.105847	17.063309	6.000000	0.347301:0.291053:0.361645:-0.016719:-0.003551:-0.007420		0.010765					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d04			4.01e-05	0.03	c	1.00	0.93	0.13	4.10	0.78	0.82	0.89	1.26	11	6	22.75	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d		mgj06d04
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgk06a		mgk06a01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgk06a		mgk06a02
10.00	2.556430	3.126398	0.463369	6.000000	0.319535:0.351298:0.329167:0.017184:0.009279:0.004666	6.000000	0.014462	ATRM				This study	Critical F: 3.1059									mgk06a03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06a		mgk06a03
	2.556430	3.126398	0.463369	6.000000	0.319535:0.351298:0.329167:0.017184:0.009279:0.004666		0.014462					This study	Critical F: 3.1059									LP-AN-ARM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM : LP-TRM:mgk06a03			7.14e-05	0.03	c	1.00	0.95	1.03	5.14	0.94	0.91	0.94	3.87	18	8	29.11	8.00e-05		AE-H:DA-AC-AARM:DA-CR:DA-NL:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:LP-TRM	823	273	K	AE-H:DA-AC-AARM:DA-CR:DA-NL:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:LP-TRM		mgk06a		mgk06a03
6.01	8.754873	5.886350	5.067302	6.000000	0.335071:0.344190:0.320739:-0.012789:0.019230:0.001462	6.000000	0.007855	ATRM				This study	Critical F: 3.1059									mgk06a04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06a		mgk06a04
7.29	2.664740	2.524695	0.935178	6.000000	0.348058:0.345185:0.306758:0.019812:0.003737:-0.004619	6.000000	0.016973	ATRM				This study	Critical F: 3.1059									mgk06a05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06a		mgk06a05
	2.664740	2.524695	0.935178	6.000000	0.348058:0.345185:0.306758:0.019812:0.003737:-0.004619		0.016973					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a05			8.00e-05	0.04	c	0.89	0.93	3.33	5.45	0.87	0.89	0.88	4.73	10	4	19.23	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	793	273	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a		mgk06a05
	2.465570	2.112565	1.033073	9.000000	0.352905:0.331517:0.315578:-0.010512:-0.000563:-0.021003	9.000000	0.017115	AARM				This study	Critical F: 2.6848									mgk06a06;AARM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-ARM				AE-H:LP-AN-ARM		mgk06a		mgk06a06
	2.465570	2.112565	1.033073	9.000000	0.352905:0.331517:0.315578:-0.010512:-0.000563:-0.021003		0.017115					This study	Critical F: 2.6848									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a06			7.86e-05	0.05	c	0.90	0.93	1.06	4.98	0.75	0.76	0.87	4.45	9	3	12.16	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	753	273	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a		mgk06a06
3.01	3.340884	0.235322	4.949518	6.000000	0.321203:0.330565:0.348232:-0.017543:0.007513:0.011788	6.000000	0.012869	ATRM				This study	Critical F: 3.1059									mgk06a07;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06a		mgk06a07
	3.340884	0.235322	4.949518	6.000000	0.321203:0.330565:0.348232:-0.017543:0.007513:0.011788		0.012869					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a07			7.12e-05	0.05	c	1.02	0.93	1.97	7.25	0.97	0.97	0.90	3.96	11	4	18.84	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a		mgk06a07
7.14	3.428411	4.497122	0.472835	6.000000	0.330401:0.314095:0.355504:-0.003027:0.002119:0.014561	6.000000	0.012417	ATRM				This study	Critical F: 3.1059									mgk06a08;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06a		mgk06a08
10.98	32.840122	9.807795	33.611110	6.000000	0.228252:0.419461:0.352287:0.006724:-0.000185:0.004095	6.000000	0.015190	ATRM				This study	Critical F: 3.1059									mgk06a09;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06a		mgk06a09
109.47	204.229461	360.866660	1.205580	6.000000	0.633533:0.195408:0.171058:-0.006357:0.003529:-0.007100	6.000000	0.016302	ATRM				This study	Critical F: 3.1059									mgk06a10;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06a		mgk06a10
	204.229461	360.866660	1.205580	6.000000	0.633533:0.195408:0.171058:-0.006357:0.003529:-0.007100		0.016302					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a10			6.68e-05	0.05	c	1.06	0.93	1.27	1.40	1.00	0.95	0.90	3.94	12	5	17.49	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	273	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a		mgk06a10
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgk06b		mgk06b01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgk06b		mgk06b02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgk06b		mgk06b03
2.68	22.625186	35.501479	0.990518	6.000000	0.431194:0.285362:0.283445:-0.000627:-0.011285:0.001866	6.000000	0.016082	ATRM				This study	Critical F: 3.1059									mgk06b04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06b		mgk06b04
	22.625186	35.501479	0.990518	6.000000	0.431194:0.285362:0.283445:-0.000627:-0.011285:0.001866		0.016082					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06b04			6.85e-05	0.01	c	0.87	0.99	0.45	0.58	0.78	0.83	0.88	2.28	12	6	57.22	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06b		mgk06b04
5.51	1.753220	2.389697	0.202298	6.000000	0.331881:0.330566:0.337553:-0.009957:0.006505:-0.010520	6.000000	0.011015	ATRM				This study	Critical F: 3.1059									mgk06b05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06b		mgk06b05
3.49	7.926692	8.588126	2.064104	6.000000	0.337733:0.325306:0.336961:-0.000621:0.007875:0.015951	6.000000	0.006072	ATRM				This study	Critical F: 3.1059									mgk06b06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06b		mgk06b06
	7.926692	8.588126	2.064104	6.000000	0.337733:0.325306:0.336961:-0.000621:0.007875:0.015951		0.006072					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06b06			6.46e-05	0.02	c	1.04	0.97	1.01	1.85	0.82	0.78	0.87	4.21	10	4	38.06	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06b		mgk06b06
2.48	6.568960	3.097400	5.204553	6.000000	0.323554:0.321401:0.355045:-0.013344:-0.008498:-0.003770	6.000000	0.008684	ATRM				This study	Critical F: 3.1059									mgk06b07;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgk06b		mgk06b07
	6.568960	3.097400	5.204553	6.000000	0.323554:0.321401:0.355045:-0.013344:-0.008498:-0.003770		0.008684					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06b07			5.93e-05	0.03	c	1.06	1.00	0.32	0.46	0.95	0.95	0.90	2.50	14	6	29.26	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06b		mgk06b07
